unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev
HSPBAP1_AATAAA_chr3_start_122739998_end_122739999,HSPBAP1_ENSG00000169087.11,chr3,122739998,122739999,-,-0.029345662,-0.010233328,-0.354527852,0.122514146,0.118518308,0.032356763,0.142438541,0.242493895,0.680104011,0.683334753,0.682882823,0.326599966,0.422474912,0.431190246,0.30572865,0.531520085,0.650758348,0.673101425,0.328354971,0.449114111,0.54099322,0.463547008,0.448167191,0.77401398,25,25,25,48,48,48,48,50,0.911146328,0.971609225,0.01864829,0.035835156,0.122699646,0.720453381,0.16400051,0.040680004,NA,NA,0,0,NA,NA,NA,0,0.055827341,0.005524351,6.458302459,5.2892951,3.172949965,0.237918127,3.170315693,5.665777365,1,1,1,1,1,1,1,1,0.813216878,0.940751007,0.01104351,0.021456903,0.074867108,0.625713813,0.07498795,0.017299049,0.92133337,0.976446293,0.021065712,0.041944644,0.139438175,0.741707658,0.188076629,0.049988227
HSPBAP1_AATAAA_chr3_start_122740262_end_122740263,HSPBAP1_ENSG00000169087.11,chr3,122740262,122740263,-,0.029345662,0.010233328,0.354527852,-0.122514146,-0.118518308,-0.032356763,-0.142438541,-0.242493895,0.319895989,0.316665247,0.317117177,0.673400034,0.577525088,0.568809754,0.69427135,0.468479915,0.349241652,0.326898575,0.671645029,0.550885889,0.45900678,0.536452992,0.551832809,0.22598602,10,10,10,49,49,49,49,19,0.911146328,0.971609225,0.01864829,0.035835156,0.122699646,0.720453381,0.16400051,0.040680004,NA,NA,0,0,NA,NA,NA,0,0.055827341,0.005524351,6.458302459,5.2892951,3.172949965,0.237918127,3.170315693,5.665777365,1,1,1,1,1,1,1,1,0.813216878,0.940751007,0.01104351,0.021456903,0.074867108,0.625713813,0.07498795,0.017299049,0.92133337,0.976446293,0.021065712,0.041944644,0.139438175,0.741707658,0.188076629,0.049988227
SEPTIN8_ATTAAA_chr5_start_132756004_end_132756005,SEPTIN8_ENSG00000164402.14,chr5,132756004,132756005,-,0.01644351,0.052882702,-0.358153576,0.115073727,0.035519844,0.045705931,-0.004310276,0.22099049,0.767975911,0.769572581,0.768784113,0.825978268,0.886955709,0.835782778,0.835275184,0.700641625,0.784419421,0.822455282,0.410630537,0.941051994,0.922475553,0.881488709,0.830964908,0.921632115,55,55,55,356,356,356,356,237,0.083074718,0.685904424,6.48e-11,6.3e-6,0.12260925,0.15844462,0.927438129,5.66e-4,NA,NA,1.1e-10,0,NA,NA,NA,0,0.05318609,1.115163138,42.4523529,22.81697098,3.174761475,2.875609305,0.019873712,14.75909792,1,1,1,1,1,1,1,1,0.817609176,0.290962344,7.24e-11,1.78e-6,0.07478413,0.089930931,0.887890362,1.22e-4,0.924274431,0.578267989,5.07e-10,8.58e-6,0.139345687,0.180316356,0.936572434,7.78e-4
ADARB1_AATAAA_chr21_start_45222580_end_45222581,ADARB1_ENSG00000197381.18,chr21,45222580,45222581,+,-0.008492864,-0.067243592,0.225039064,-0.152018868,-0.041961842,-0.012907858,-0.079287293,-0.043692189,0.151402576,0.15077494,0.15064583,0.283837659,0.229749125,0.223556129,0.291341042,0.118967516,0.142909711,0.083531347,0.375684893,0.131818791,0.187787283,0.210648271,0.212053749,0.075275327,18,18,18,30,30,30,30,69,0.823411931,0.100371019,3.39e-6,6.9e-4,0.00177804,0.792610011,0.280553402,0.306969657,NA,NA,3.03e-7,3e-4,0.421457619,NA,NA,NA,0.04849208,4.035911853,27.042817,13.94979778,1.47445881,0.086175005,3.106091727,1.505179505,1,1,1,1,1,1,1,1,0.825708252,0.044541598,1.99e-7,1.88e-4,0.22464351,0.769097359,0.07799992,0.219876127,0.929159699,0.196357136,9e-7,6.15e-4,0.335974104,0.850835048,0.193560816,0.352589975
TRERF1_AATAAA_chr6_start_42225241_end_42225242,TRERF1_ENSG00000124496.13,chr6,42225241,42225242,-,0.014491441,-0.006916738,-0.209674611,0.161938939,0.019335905,-0.088316053,-0.041424668,0.016113156,0.317967262,0.31912326,0.317993089,0.125491144,0.151139689,0.18492829,0.157918869,0.214520415,0.332458702,0.312206523,0.108318477,0.287430083,0.170475594,0.096612236,0.116494201,0.230633571,13,13,13,12,12,12,12,20,0.831379558,0.992345932,5.41e-4,0.028112535,0.904798398,1.03e-4,0.556471026,0.920858388,NA,NA,1.34e-4,0.009609198,NA,0.004833572,NA,NA,0.046585282,0.013513887,15.37634081,7.546520501,0.223471249,9.37705901,0.93287179,-0.004936245,1,1,1,1,1,1,1,1,0.829115399,0.907455008,8.81e-5,0.006012606,0.636407635,0.002197178,0.334117803,1,0.930996101,0.963196052,2.62e-4,0.013752844,0.738481473,0.0083344,0.529318571,1
LAMTOR3_AATAAA_chr4_start_99881207_end_99881208,LAMTOR3_ENSG00000109270.13,chr4,99881207,99881208,-,0.017381369,0.010158191,-0.228786079,0.001041634,-0.085646067,-0.035324236,-0.03889573,0.179548831,0.68559812,0.68595412,0.680408087,0.463535746,0.502284609,0.464986009,0.499230822,0.673421863,0.702979489,0.696112311,0.451622008,0.46457738,0.416638542,0.429661773,0.460335093,0.852970694,15,15,15,51,51,51,51,60,0.92201613,0.951017293,0.033458959,3.62e-9,1.99e-5,0.187520808,0.812953939,0.049982843,NA,NA,0,1,0.202878922,NA,NA,0,0.045661712,0.01836782,5.317708532,0.037794354,2.581229446,0.253944414,0.438840794,5.24568777,1,1,1,1,1,1,1,1,0.83079192,0.892194481,0.021109754,0.845856661,0.108137642,0.614311287,0.507682486,0.02200123,0.932225817,0.957024166,0.037287609,0.885058849,0.186151803,0.733188098,0.683393176,0.060688785
LAMTOR3_AATAAA_chr4_start_99881489_end_99881490,LAMTOR3_ENSG00000109270.13,chr4,99881489,99881490,-,-0.017381369,-0.010158191,0.228786079,-0.187356462,-0.072195514,-0.040109572,0.015886111,-0.179548831,0.31440188,0.31404588,0.319591913,0.496257095,0.467595822,0.473888753,0.408321998,0.326578137,0.297020511,0.303887689,0.548377992,0.308900633,0.395400308,0.433779181,0.424208108,0.147029306,24,24,24,47,47,47,47,55,0.92201613,0.951017293,0.033458959,3.62e-9,1.99e-5,0.187520808,0.812953939,0.049982843,NA,NA,0,6.95e-5,0.336574946,NA,NA,0,0.045661712,0.01836782,5.317708532,16.71291239,1.8025898,0.342467971,0.066837968,5.24568777,1,1,1,1,1,1,1,1,0.83079192,0.892194481,0.021109754,4.35e-5,0.179399716,0.558408115,0.79599759,0.02200123,0.932225817,0.957024166,0.037287609,1.61e-4,0.279667486,0.68844745,0.882263285,0.060688785
SEL1L3_AATAAA_chr4_start_25747438_end_25747439,SEL1L3_ENSG00000091490.11,chr4,25747438,25747439,-,-0.008353825,-0.051945447,-0.314199047,0.100976236,0.099591465,0.194441651,0.108162422,NA,0.86835383,0.867275945,0.869673662,0.740070323,0.770587722,0.758641092,0.724298239,NA,0.860000005,0.815330498,0.555474614,0.841046559,0.870179187,0.953082743,0.832460661,NA,63,63,63,20,20,20,20,NA,0.923036285,0.531963985,7.16e-11,0.259702291,0.17788413,0.040751854,0.253596747,NA,NA,NA,0,NA,NA,0,NA,NA,0.044390563,1.139929903,45.85761429,1.641302089,2.45948425,5.615145033,2.242178384,NA,1,1,1,1,1,1,1,NA,0.833128647,0.28566714,1.27e-11,0.20014691,0.116817133,0.017805907,0.134291672,NA,0.932775798,0.573939837,9.78e-11,0.284604621,0.198537135,0.049278593,0.285175723,NA
SEL1L3_APA_chr4_start_25748312_end_25748313,SEL1L3_ENSG00000091490.11,chr4,25748312,25748313,-,0.008353825,0.051945447,0.314199047,-0.100976236,-0.099591465,-0.194441651,-0.108162422,NA,0.13164617,0.132724055,0.130326338,0.259929677,0.229412278,0.241358908,0.275701761,NA,0.139999995,0.184669502,0.444525386,0.158953441,0.129820813,0.046917257,0.167539339,NA,39,39,39,45,45,45,45,NA,0.923036285,0.531963985,7.16e-11,0.259702291,0.17788413,0.040751854,0.253596747,NA,NA,NA,0,NA,NA,0,NA,NA,0.044390563,1.139929903,45.85761429,1.641302089,2.45948425,5.615145033,2.242178384,NA,1,1,1,1,1,1,1,NA,0.833128647,0.28566714,1.27e-11,0.20014691,0.116817133,0.017805907,0.134291672,NA,0.932775798,0.573939837,9.78e-11,0.284604621,0.198537135,0.049278593,0.285175723,NA
SPRYD7_AATAAA_chr13_start_49914985_end_49914986,SPRYD7_ENSG00000123178.15,chr13,49914985,49914986,-,0.020941712,-0.032165435,0.37384611,-0.120374021,-0.067230695,0.018813716,-0.073374326,NA,0.243520682,0.239072713,0.241955855,0.319186787,0.404783765,0.297064078,0.389749919,NA,0.264462394,0.206907278,0.615801964,0.198812766,0.33755307,0.315877794,0.316375593,NA,10,10,10,20,20,20,20,NA,0.959227879,0.932040583,1.34e-5,0.006310315,0.536608223,0.800855477,0.232856764,NA,NA,NA,3.28e-5,0.006818599,NA,NA,NA,NA,0.043444837,0.179311151,18.04360344,9.43120127,2.090883529,0.136909201,1.586368306,NA,1,1,1,1,1,1,1,NA,0.834889915,0.671965896,2.16e-5,0.002133245,0.148180351,0.711373227,0.20784577,NA,0.933165172,0.856973363,7.21e-5,0.005482005,0.240227676,0.808385295,0.384869416,NA
OSBPL3_AATAAA_chr7_start_24796546_end_24796547,OSBPL3_ENSG00000070882.13,chr7,24796546,24796547,-,-0.015155489,-0.042505299,-0.302949299,0.104428883,-0.068152627,-0.078305287,0.028130525,0.049023766,0.456415127,0.456214065,0.456763998,0.372126208,0.417855708,0.370209801,0.332132226,0.349958251,0.441259638,0.413708767,0.153814699,0.476555091,0.349703081,0.291904514,0.360262751,0.398982017,26,26,26,111,111,111,111,144,0.823411931,0.90313581,3.74e-9,2.38e-7,2.86e-6,1.51e-4,0.179885921,4.18e-6,NA,NA,4.39e-8,0.007514883,0.010226026,0.028504164,NA,1,0.042477615,0.410670081,32.12886214,9.997665102,9.725916113,8.144579104,0.878616066,0.972266747,1,1,1,1,1,1,1,1,0.836712031,0.521629595,1.44e-8,0.001567388,0.001816877,0.004319008,0.348581008,0.324115509,0.934446662,0.770833246,7.64e-8,0.004167952,0.005808506,0.014879149,0.542930276,0.466460327
ZNF462_AATAAA_chr9_start_107013250_end_107013251,ZNF462_ENSG00000148143.13,chr9,107013250,107013251,+,-0.009306904,0.076091454,-0.378411318,0.049294903,0.114458842,0.00932071,0.077146643,-0.019624002,0.581777358,0.581883322,0.581910115,0.405415021,0.396903907,0.445021994,0.407715264,0.645629848,0.572470453,0.657974776,0.203498797,0.454709924,0.511362749,0.454342703,0.484861907,0.626005846,35,35,35,88,88,88,88,69,0.66251887,0.248807576,3.57e-23,0.00144344,6.19e-4,0.239949937,0.06797078,9.35e-11,NA,NA,9.3e-17,0.498506572,0.006793749,NA,NA,1,0.042330062,2.700197907,69.93845047,2.012956012,9.732290356,0.035960607,4.705995077,0.591410238,1,1,1,1,1,1,1,1,0.836991896,0.100335791,6.12e-17,0.155961179,0.001810587,0.849596866,0.030057597,0.441874306,0.934460111,0.321610676,7.56e-16,0.231383028,0.005791568,0.904510214,0.095258165,0.58303066
SGCB_AATAAA_chr4_start_52020705_end_52020706,SGCB_ENSG00000163069.13,chr4,52020705,52020706,-,0.027627032,-0.021888717,-0.49047053,0.1541093,0.133772355,0.045181535,-0.079740796,0.254765139,0.585626907,0.594490713,0.59577436,0.401005491,0.442599063,0.442379225,0.406943325,0.398011117,0.613253938,0.572601996,0.10530383,0.555114791,0.576371419,0.487560759,0.327202529,0.652776255,50,50,50,95,95,95,95,119,0.717774791,0.599828877,7.6e-23,0.007731179,1.36e-4,0.486601,0.105516557,0.048363374,NA,NA,2.6e-21,0.004566163,0.010310264,NA,NA,0.014835769,0.04085377,0.083288327,90.65915847,8.896543286,8.967817685,0.662185968,3.841378962,8.653033968,1,1,1,1,1,1,1,1,0.839820447,0.772889661,1.71e-21,0.00285711,0.002747766,0.415789274,0.050002381,0.003265172,0.935526159,0.90817509,2.97e-20,0.007120425,0.008355674,0.563288971,0.140803095,0.012623618
"NAA15_APA_chr4_start_139390634_end_139390635","NAA15_ENSG00000164134.14",chr4,139390634,139390635,+,-0.012078584,0.031989043,-0.203499676,0.061909699,0.052576488,0.019721151,-0.058249816,0.161598593,0.292975628,0.294380676,0.293501989,0.327698661,0.355249125,0.369404661,0.335158778,0.210282175,0.280897044,0.326369719,0.090002313,0.389608359,0.407825613,0.389125812,0.276908962,0.371880768,15,15,15,78,78,78,78,69,0.967567757,0.903716532,1.82e-6,0.242013618,0.381479847,0.832908995,0.092441079,0.019924044,NA,NA,7.17e-6,NA,NA,NA,NA,0.004008788,0.039188714,0.414984448,20.95104277,2.526519838,1.2066157260000001,0.221193675,2.049430252,9.779616762,1,1,1,1,1,1,1,1,0.843075268,0.519450377,4.71e-6,0.111946874,0.272003406,0.638131899,0.152263161,0.001764571,0.937195258,0.768695024,1.74e-5,0.174114279,0.389663755,0.750509035,0.311069954,0.007561347
CDC27_ATTAAA_chr17_start_47117946_end_47117947,CDC27_ENSG00000004897.12,chr17,47117946,47117947,-,-0.008671842,-0.038397003,-0.20425192,0.07397377,0.07818141,0.054576642,-0.004046839,0.170693285,0.384450718,0.38458254,0.384589518,0.373872328,0.380839366,0.365674315,0.382282765,0.393704643,0.375778876,0.346185537,0.180337598,0.447846098,0.459020776,0.420250957,0.378235926,0.564397928,109,109,109,484,484,484,484,387,0.90311445,0.781729673,1.03e-12,1.45e-5,3.76e-7,0.029677445,0.179871594,1e-4,NA,NA,2.79e-6,0.001493259,0.006990017,0.105758709,NA,1.16e-4,0.038232948,0.618591335,24.09375524,13.53955207,10.95910656,6.30812638,0.015871438,18.49119612,1,1,1,1,1,1,1,1,0.844976119,0.431571237,9.18e-7,2.34e-4,9.31e-4,0.012018578,0.899746255,1.71e-5,0.938246831,0.705260799,3.74e-6,7.54e-4,0.003209246,0.035435402,0.942677617,1.35e-4
TOM1L2_AATAAA_chr17_start_17843513_end_17843514,TOM1L2_ENSG00000175662.18,chr17,17843513,17843514,-,-0.015224171,0.007224622,-0.343076742,0.267964268,0.213325941,0.156765763,0.106651809,0.301452948,0.816025187,0.820700805,0.819008176,0.656338991,0.683917284,0.650587164,0.591983973,0.603559949,0.800801016,0.827925427,0.475931434,0.924303259,0.897243225,0.807352927,0.698635782,0.905012897,18,18,18,48,48,48,48,58,0.931170414,0.960463447,1.33e-4,3.35e-7,4.48e-5,0.016672348,0.221597164,8.11e-4,NA,NA,0,0,0,0,NA,0,0.036321972,0.011814411,16.37566814,28.81717416,19.2431166,7.436454276,2.536585533,13.98176131,1,1,1,1,1,1,1,1,0.84885212,0.91344511,5.19e-5,7.95e-8,1.15e-5,0.006391569,0.1112351,1.85e-4,0.94032381,0.965616039,1.61e-4,4.73e-7,6.12e-5,0.020679865,0.250600144,0.001114364
TOM1L2_AATAAA_chr17_start_17846848_end_17846849,TOM1L2_ENSG00000175662.18,chr17,17846848,17846849,-,0.015224171,-0.007224622,0.343076742,-0.267964268,-0.213325941,-0.156765763,-0.106651809,-0.301452948,0.183974813,0.179299195,0.180991824,0.343661009,0.316082716,0.349412836,0.408016027,0.396440051,0.199198984,0.172074573,0.524068566,0.075696741,0.102756775,0.192647073,0.301364218,0.094987103,17,17,17,22,22,22,22,16,0.931170414,0.960463447,1.33e-4,3.35e-7,4.48e-5,0.016672348,0.221597164,8.11e-4,NA,NA,0,0,0,0,NA,0,0.036321972,0.011814411,16.37566814,28.81717416,19.2431166,7.436454276,2.536585533,13.98176131,1,1,1,1,1,1,1,1,0.84885212,0.91344511,5.19e-5,7.95e-8,1.15e-5,0.006391569,0.1112351,1.85e-4,0.94032381,0.965616039,1.61e-4,4.73e-7,6.12e-5,0.020679865,0.250600144,0.001114364
"NADK2_AATAAA_chr5_start_36194824_end_36194825","NADK2_ENSG00000152620.13",chr5,36194824,36194825,-,0.006781066,-0.077394047,0.516295862,-0.10587271,-0.091732699,-0.040361903,-0.035678913,-0.060150577,0.147991272,0.147960941,0.147911319,0.189707914,0.135310087,0.137397301,0.154169249,0.161939617,0.154772339,0.070566894,0.664207182,0.083835204,0.043577388,0.097035398,0.118490336,0.10178904,26,26,26,29,29,29,29,48,0.983093767,0.139404612,3.34e-40,0.002045554,0.001930622,0.709805666,0.009324775,0.081012304,NA,NA,1.42e-38,1.64e-4,0.002739337,NA,1,NA,0.036463875,8.004222758,170.916354,16.39593783,11.41112809,1.333849538,1.669238014,1.293195163,1,1,1,1,1,1,1,1,0.84856072,0.004666839,4.67e-39,5.14e-5,7.3e-4,0.248121534,0.196360627,0.255459957,0.94032381,0.042369853,2.45e-37,1.88e-4,0.00258491,0.392098298,0.36983921,0.3927579
SRPK2_ATTAAA_chr7_start_105116376_end_105116377,SRPK2_ENSG00000135250.17,chr7,105116376,105116377,-,-0.019817075,-0.112266449,-0.410611395,0.11047801,-0.017633266,-0.028973272,-0.007268783,NA,0.730910904,0.729596481,0.680515754,0.416145445,0.490443596,0.463503824,0.504000166,NA,0.711093829,0.617330032,0.269904359,0.526623456,0.47281033,0.434530552,0.496731383,NA,36,36,36,58,58,58,58,NA,0.932206837,0.703226335,9.42e-6,0.072641573,1,0.852967194,0.970535082,NA,NA,NA,3.19e-5,NA,NA,NA,NA,NA,0.035224337,0.524278076,18.1014083,0.889757937,0.097782213,0.108474284,0.014536114,NA,1,1,1,1,1,1,1,NA,0.851126351,0.46902246,2.09e-5,0.345542913,0.754507474,0.741887873,0.904034951,NA,0.940762503,0.732809417,7.01e-5,0.442994821,0.830403126,0.830844541,0.94539712,NA
ERLIN2_APA_chr8_start_37757387_end_37757388,ERLIN2_ENSG00000147475.17,chr8,37757387,37757388,+,-0.009267133,-0.040028179,-0.230793538,0.073056099,0.001679485,0.078058299,-0.052272942,0.106778634,0.545046488,0.547005422,0.548125265,0.563307509,0.56767813600000006,0.548524834,0.520462279,0.411561476,0.535779355,0.506977243,0.317331727,0.636363608,0.569357621,0.626583133,0.468189337,0.51834011,102,102,102,183,183,183,183,113,0.901722034,0.903716532,1.89e-10,0.350607309,0.825900598,0.208685056,0.641944964,0.017177116,NA,NA,4.29e-6,NA,NA,NA,NA,1,0.03483309,0.563262004,23.26540603,3.397736763,0.001170027,1.99340375,0.606040299,0.820861411,1,1,1,1,1,1,1,1,0.851945843,0.452948909,1.41e-6,0.065285939,0.972713156,0.157985442,0.436282615,0.36492843,0.940824824,0.721385348,5.61e-6,0.10984789,0.98225875,0.278843103,0.625139502,0.509536895
NTAQ1_APA_chr8_start_123441580_end_123441581,NTAQ1_ENSG00000156795.8,chr8,123441580,123441581,+,0.009043446,-0.04464014,0.200357722,-0.123336357,-0.082039978,0.061046072,-0.189819616,-0.091220323,0.194048614,0.191971272,0.191700292,0.38483435,0.294753919,0.277457685,0.383858334,0.146194082,0.203092061,0.147331131,0.392058014,0.261497993,0.212713941,0.338503758,0.194038718,0.054973758,37,37,37,17,17,17,17,39,0.935058699,0.514638327,6.46e-6,0.046402274,0.051357334,0.350567015,5.92e-4,0.323997619,NA,NA,0,0,NA,NA,0,NA,0.033165723,1.239504488,22.50226992,4.779444431,4.857527282,1.538770346,15.26628409,3.119468367,1,1,1,1,1,1,1,1,0.855492801,0.265566572,2.1e-6,0.028801411,0.02752576,0.214800929,9.34e-5,0.07736202,0.942859862,0.552957857,8.17e-6,0.053974409,0.060059519,0.353459852,7.93e-4,0.163766705
NTAQ1_AATAAA_chr8_start_123442019_end_123442020,NTAQ1_ENSG00000156795.8,chr8,123442019,123442020,+,-0.009043446,0.04464014,-0.200357722,0.123336357,0.082039978,-0.041134328,0.189819616,0.089253728,0.805951386,0.808028728,0.808299708,0.61516565,0.705246081,0.686339945,0.616141666,0.800798665,0.796907939,0.852668869,0.607941986,0.738502007,0.787286059,0.645205617,0.805961282,0.890052392,168,168,168,143,143,143,143,256,0.935058699,0.514638327,6.46e-6,0.046402274,0.051357334,0.350567015,5.92e-4,0.323997619,NA,NA,0,0,NA,NA,0,NA,0.033165723,1.239504488,22.50226992,4.779444431,4.857527282,0.826045298,15.26628409,1.299096966,1,1,1,1,1,1,1,1,0.855492801,0.265566572,2.1e-6,0.028801411,0.02752576,0.363418571,9.34e-5,0.254378239,0.942859862,0.552957857,8.17e-6,0.053974409,0.060059519,0.514743098,7.93e-4,0.391995968
KATNAL1_AATAAA_chr13_start_30202630_end_30202631,KATNAL1_ENSG00000102781.14,chr13,30202630,30202631,-,-0.01316401,NA,-0.559697611,0.124585563,0.160470466,0.053442126,0.015553839,0.075748326,0.831648395,NA,0.830508358,0.774385302,0.713636019,0.785373578,0.764169735,0.711176618,0.818484385,NA,0.270810747,0.898970864,0.874106484,0.838815704,0.779723574,0.786924944,31,NA,31,35,35,35,35,51,0.936806537,NA,9.73e-7,0.054023484,0.058665993,0.573737753,0.911748561,0.643201221,NA,NA,0,NA,NA,NA,NA,NA,0.031482434,NA,26.3756604,4.482927897,4.593645901,0.545574884,0.028699637,0.397468883,1,NA,1,1,1,1,1,1,0.859168367,NA,2.81e-7,0.034235024,0.032090683,0.460131453,0.865474416,0.528399335,0.945341326,NA,1.24e-6,0.062622247,0.068322425,0.602425689,0.92390482,0.663469127
KATNAL1_ATTAAA_chr13_start_30208040_end_30208041,KATNAL1_ENSG00000102781.14,chr13,30208040,30208041,-,0.01316401,NA,0.559697611,-0.124585563,-0.160470466,-0.053442126,-0.015553839,-0.075748326,0.168351605,NA,0.169491642,0.225614698,0.286363981,0.214626422,0.235830265,0.288823382,0.181515615,NA,0.729189253,0.101029136,0.125893516,0.161184296,0.220276426,0.213075056,11,NA,11,13,13,13,13,16,0.936806537,NA,9.73e-7,0.054023484,0.058665993,0.573737753,0.911748561,0.643201221,NA,NA,0,NA,NA,NA,NA,NA,0.031482434,NA,26.3756604,4.482927897,4.593645901,0.545574884,0.028699637,0.397468883,1,NA,1,1,1,1,1,1,0.859168367,NA,2.81e-7,0.034235024,0.032090683,0.460131453,0.865474416,0.528399335,0.945341326,NA,1.24e-6,0.062622247,0.068322425,0.602425689,0.92390482,0.663469127
SH3BP2_AATAAA_chr4_start_2834288_end_2834289,SH3BP2_ENSG00000087266.17,chr4,2834288,2834289,+,-0.007525488,-0.017147758,0.304376812,-0.224909876,-0.191898271,-0.199842841,-0.154214785,NA,0.178631977,0.179342599,0.177564289,0.341098297,0.32270865,0.323315345,0.349269742,NA,0.171106489,0.162194841,0.481941101,0.11618842,0.130810379,0.123472504,0.195054957,NA,39,39,39,59,59,59,59,NA,0.131806895,0.815300103,4.64e-13,9.94e-13,3.62e-6,1.47e-7,0.020580736,NA,NA,NA,2e-10,6.2e-10,8.03e-5,8.28e-7,0.012445003,NA,0.030726135,0.114469524,41.28747058,39.17107354,16.74307051,25.81189103,8.232073838,NA,1,1,1,1,1,1,1,NA,0.860852775,0.735111918,1.3100000000000001e-10,3.88e-10,4.28e-5,3.76e-7,0.004115647,NA,0.945862567,0.889036563,8.93e-10,3.14e-9,2.03e-4,3.47e-6,0.019873852,NA
FAR1_AATAAA_chr11_start_13731493_end_13731494,FAR1_ENSG00000197601.14,chr11,13731493,13731494,+,-0.007353236,-0.001389671,-0.265974917,0.014731446,-0.001167364,0.061928023,-0.002283891,0.129695617,0.60468942,0.605249215,0.606556275,0.647648166,0.632072019,0.592511183,0.608269041,0.5261935,0.597336184,0.603859544,0.340581358,0.662379612,0.630904654,0.654439207,0.60598515,0.655889117,75,75,75,98,98,98,98,140,0.662893423,0.669056164,1.02e-46,0.002215338,0.01536348,0.169560449,0.656195197,0.021044821,NA,NA,2.42e-13,1,1,NA,NA,0.215046382,0.027828252,0.001728118,55.81405531,0.298629016,-6.97e-4,3.215689252,6.34e-4,4.622635322,1,1,1,1,1,1,1,1,0.867513238,0.96684098,7.97e-14,0.584743184,1,0.072935468,0.979908475,0.031552726,0.948803432,0.988498971,7.57e-13,0.671246079,1,0.153189582,0.990144456,0.080358184
"NADK2_AATAAA_chr5_start_36192885_end_36192886","NADK2_ENSG00000152620.13",chr5,36192885,36192886,-,-0.007363551,0.086398442,-0.476345878,0.09174757,0.133631336,0.007379649,0.126394125,0.224883826,0.697560912,0.697631611,0.697745979,0.649673912,0.676786207,0.705470403,0.596134346,0.574908036,0.690197361,0.784030053,0.221400101,0.741421483,0.810417543,0.712850052,0.722528471,0.799791862,110,110,110,380,380,380,380,278,0.983093767,0.139404612,3.34e-40,0.002045554,0.001930622,0.709805666,0.009324775,0.081012304,NA,NA,2.51e-31,0.032763708,0.003361308,NA,0.004813703,NA,0.02593589,5.018614508,137.751103,6.590862563,11.03139967,0.031084892,11.25062458,5.078761966,1,1,1,1,1,1,1,1,0.872056985,0.025076226,8.26e-32,0.01025035,8.96e-4,0.860051129,7.96e-4,0.024220659,0.950886995,0.139474075,2.88e-30,0.02201934,0.003102243,0.911893473,0.004983684,0.06564311
NSD1_AATAAA_chr5_start_177295755_end_177295756,NSD1_ENSG00000165671.22,chr5,177295755,177295756,+,-0.009155363,0.017745608,0.246353102,-0.136870953,-0.08970576,-0.204914243,-0.080958213,-0.067490925,0.3329987,0.332419351,0.331815639,0.605811909,0.499733979,0.553723436,0.494006794,0.444377341,0.323843336,0.35016496,0.578168741,0.468940956,0.410028219,0.348809193,0.413048581,0.376886416,113,113,113,138,138,138,138,248,0.942578465,0.859920406,3.63e-7,0.023615399,0.127030346,6.56e-4,0.247502225,0.293148256,NA,NA,0,0,NA,0,NA,NA,0.025502818,0.14289478,28.39341829,6.111086621,3.106098981,14.19801708,2.292419084,1.677473144,1,1,1,1,1,1,1,1,0.873120539,0.705420002,9.9e-8,0.013433651,0.077999573,1.65e-4,0.130007155,0.195260551,0.950983037,0.8782014,4.68e-7,0.02789112,0.143992483,8.73e-4,0.278896654,0.322397412
