gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,CFIM25_DMSO_1,CFIM25_DMSO_2,CFIM25_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
RPL27A_ENSG00000166441.13,PAS10868_ATTAAA_0.25,0.001165385,0.617846356,RPL27A_ENSG00000166441.13,0.689640485,1,0.406286692,0.491756774,RPL27A_ENSG00000166441.13,7.85E-04,7.85E-04,7.85E-04,5.35E-04,5.35E-04,5.35E-04,-2.50E-04,chr11,8687527,8687528,73,+,ENSG00000166441.13,RPL27A,UTR3
AIDA_ENSG00000186063.13,PAS1905_ATTAAA_0.25,0.480227554,NA,AIDA_ENSG00000186063.13,0.686048451,1,0.40751171,0.493028831,AIDA_ENSG00000186063.13,0.086549932,0.086549932,0.086549932,0.139408806,0.139408806,0.139408806,0.052858873,chr1,222667235,222667236,11,-,ENSG00000186063.13,AIDA,UTR3
AIDA_ENSG00000186063.13,PAS1906_ATTAAA_0.3,0.480227554,NA,AIDA_ENSG00000186063.13,0.686048451,1,0.40751171,0.493028831,AIDA_ENSG00000186063.13,0.913450068,0.913450068,0.913450068,0.860591194,0.860591194,0.860591194,-0.052858873,chr1,222668014,222668015,59,-,ENSG00000186063.13,AIDA,UTR3
FOXP1_ENSG00000114861.24,PAS4253_None_0.2,0.055597498,NA,FOXP1_ENSG00000114861.24,0.686054083,1,0.407509785,0.493028831,FOXP1_ENSG00000114861.24,0.436928199,0.436928199,0.436928199,0.463390352,0.463390352,0.463390352,0.026462154,chr3,70959140,70959141,11,-,ENSG00000114861.24,FOXP1,UTR3
ZNF226_ENSG00000167380.17,PAS17711_AATAAA_0.15,0.480693898,NA,ZNF226_ENSG00000167380.17,0.684488802,1,0.408045294,0.493533861,ZNF226_ENSG00000167380.17,0.581183117,0.581183117,0.581183117,0.638265941,0.638265941,0.638265941,0.057082824,chr19,44175247,44175248,78,+,ENSG00000167380.17,ZNF226,UTR3
ZNF226_ENSG00000167380.17,PAS17712_APA_0.3,0.480693898,NA,ZNF226_ENSG00000167380.17,0.684488802,1,0.408045294,0.493533861,ZNF226_ENSG00000167380.17,0.418816883,0.418816883,0.418816883,0.361734059,0.361734059,0.361734059,-0.057082824,chr19,44177682,44177683,35,+,ENSG00000167380.17,ZNF226,UTR3
RAB21_ENSG00000080371.6,PAS12243_ATTAAA_0.35,0.116398624,NA,RAB21_ENSG00000080371.6,0.681634444,1,0.409024477,0.494647788,RAB21_ENSG00000080371.6,0.187622608,0.187622608,0.187622608,0.155222225,0.155222225,0.155222225,-0.032400383,chr12,71787234,71787235,23,+,ENSG00000080371.6,RAB21,UTR3
SNX13_ENSG00000071189.21,PAS7818_AATAAA_0.25,7.29E-14,0.624500955,SNX13_ENSG00000071189.21,0.676881451,1,0.410662658,0.496558234,SNX13_ENSG00000071189.21,0.227941644,0.227941644,0.227941644,0.19824887,0.19824887,0.19824887,-0.029692773,chr7,17793423,17793424,18,-,ENSG00000071189.21,SNX13,UTR3
TMF1_ENSG00000144747.17,PAS4244_AATAAA_0.4,3.16E-06,0.624864098,TMF1_ENSG00000144747.17,0.676190935,1,0.410901456,0.496705629,TMF1_ENSG00000144747.17,0.287763817,0.287763817,0.287763817,0.240929098,0.240929098,0.240929098,-0.046834719,chr3,69022319,69022320,31,-,ENSG00000144747.17,TMF1,UTR3
UBE2W_ENSG00000104343.21,PAS8743_ATTAAA_0.3,0.028687515,0.948816164,UBE2W_ENSG00000104343.21,0.67629527,1,0.410865361,0.496705629,UBE2W_ENSG00000104343.21,0.356572047,0.356572047,0.356572047,0.323220857,0.323220857,0.323220857,-0.03335119,chr8,73792328,73792329,13,-,ENSG00000104343.21,UBE2W,UTR3
OBSCN_ENSG00000154358.23,PAS946_AATAAA_0.1,5.94E-05,1,OBSCN_ENSG00000154358.23,0.67493289,1,0.411337045,0.497161458,OBSCN_ENSG00000154358.23,0.388635298,0.388635298,0.388635298,0.350268501,0.350268501,0.350268501,-0.038366798,chr1,228378873,228378874,75,+,ENSG00000154358.23,OBSCN,UTR3
LUC7L3_ENSG00000108848.16,PAS16155_ATTAAA_0.3,0.192586814,NA,LUC7L3_ENSG00000108848.16,0.6742333,1,0.411579568,0.497383841,LUC7L3_ENSG00000108848.16,0.66889558,0.66889558,0.66889558,0.653883505,0.653883505,0.653883505,-0.015012075,chr17,50744808,50744809,236,+,ENSG00000108848.16,LUC7L3,UTR3
LDLR_ENSG00000130164.14,PAS17429_None_0.15,0.043172301,0.626129592,LDLR_ENSG00000130164.14,0.673789212,1,0.411733626,0.497499269,LDLR_ENSG00000130164.14,0.074358852,0.074358852,0.074358852,0.056630314,0.056630314,0.056630314,-0.017728538,chr19,11132160,11132161,19,+,ENSG00000130164.14,LDLR,UTR3
KCNJ8_ENSG00000121361.5,PAS12619_ATTAAA_0.2,0.485133596,NA,KCNJ8_ENSG00000121361.5,0.672467769,1,0.412192551,0.497676137,KCNJ8_ENSG00000121361.5,0.188385163,0.188385163,0.188385163,0.14320187,0.14320187,0.14320187,-0.045183294,chr12,21764955,21764956,15,-,ENSG00000121361.5,KCNJ8,UTR3
KCNJ8_ENSG00000121361.5,PAS12620_AATAAA_0.25,0.485133596,NA,KCNJ8_ENSG00000121361.5,0.672467769,1,0.412192551,0.497676137,KCNJ8_ENSG00000121361.5,0.811614837,0.811614837,0.811614837,0.85679813,0.85679813,0.85679813,0.045183294,chr12,21765550,21765551,38,-,ENSG00000121361.5,KCNJ8,UTR3
ZNF614_ENSG00000142556.19,PAS18389_AATAAA_0.2,0.485133596,NA,ZNF614_ENSG00000142556.19,0.672356044,1,0.412231387,0.497676137,ZNF614_ENSG00000142556.19,0.713137511,0.713137511,0.713137511,0.632566246,0.632566246,0.632566246,-0.080571265,chr19,52013324,52013325,29,-,ENSG00000142556.19,ZNF614,UTR3
ZNF614_ENSG00000142556.19,PAS18390_AATAAA_0.35,0.485133596,NA,ZNF614_ENSG00000142556.19,0.672356044,1,0.412231387,0.497676137,ZNF614_ENSG00000142556.19,0.286862489,0.286862489,0.286862489,0.367433754,0.367433754,0.367433754,0.080571265,chr19,52015568,52015569,18,-,ENSG00000142556.19,ZNF614,UTR3
USP40_ENSG00000085982.16,PAS3339_None_0.15,0.754319916,NA,USP40_ENSG00000085982.16,0.672461277,1,0.412194808,0.497676137,USP40_ENSG00000085982.16,0.503319732,0.503319732,0.503319732,0.476808908,0.476808908,0.476808908,-0.026510824,chr2,233485766,233485767,11,-,ENSG00000085982.16,USP40,UTR3
ATP13A3_ENSG00000133657.17,PAS4585_AATAAA_0.45,0.002326015,0.964891485,ATP13A3_ENSG00000133657.17,0.672514316,1,0.412176373,0.497676137,ATP13A3_ENSG00000133657.17,0.168301113,0.168301113,0.168301113,0.192846902,0.192846902,0.192846902,0.024545789,chr3,194405760,194405761,14,-,ENSG00000133657.17,ATP13A3,UTR3
RETREG2_ENSG00000144567.11,PAS2640_AATAAA_0.2,0.033944458,0.627188087,RETREG2_ENSG00000144567.11,0.671785831,1,0.412429677,0.4978448,RETREG2_ENSG00000144567.11,0.183440279,0.183440279,0.183440279,0.15639782,0.15639782,0.15639782,-0.027042459,chr2,219183722,219183723,39,+,ENSG00000144567.11,RETREG2,UTR3
LITAF_ENSG00000189067.14,PAS15468_AATAAA_0.25,0.761953373,NA,LITAF_ENSG00000189067.14,0.670350817,1,0.412929323,0.498377132,LITAF_ENSG00000189067.14,0.044326985,0.044326985,0.044326985,0.054974509,0.054974509,0.054974509,0.010647524,chr16,11547725,11547726,36,-,ENSG00000189067.14,LITAF,UTR3
CNNM2_ENSG00000148842.18,PAS10204_AATAAA_0.05,0.667383732,NA,CNNM2_ENSG00000148842.18,0.668643346,1,0.413524999,0.499025197,CNNM2_ENSG00000148842.18,0.121090601,0.121090601,0.121090601,0.183916404,0.183916404,0.183916404,0.062825803,chr10,102927616,102927617,16,+,ENSG00000148842.18,CNNM2,UTR3
TNRC6B_ENSG00000100354.21,PAS19355_APA_0.15,0.487170679,NA,TNRC6B_ENSG00000100354.21,0.666992686,1,0.414102062,0.499508776,TNRC6B_ENSG00000100354.21,0.65862732,0.65862732,0.65862732,0.692472084,0.692472084,0.692472084,0.033844764,chr22,40323807,40323808,19,+,ENSG00000100354.21,TNRC6B,UTR3
TNRC6B_ENSG00000100354.21,PAS19356_AATAAA_0.15,0.487170679,NA,TNRC6B_ENSG00000100354.21,0.666992686,1,0.414102062,0.499508776,TNRC6B_ENSG00000100354.21,0.34137268,0.34137268,0.34137268,0.307527916,0.307527916,0.307527916,-0.033844764,chr22,40335806,40335807,79,+,ENSG00000100354.21,TNRC6B,UTR3
UBE2R2_ENSG00000107341.5,PAS9080_APA_0.2,3.49E-06,1,UBE2R2_ENSG00000107341.5,0.667153107,1,0.414045928,0.499508776,UBE2R2_ENSG00000107341.5,0.504316317,0.504316317,0.504316317,0.484853004,0.484853004,0.484853004,-0.019463313,chr9,33917720,33917721,10,+,ENSG00000107341.5,UBE2R2,UTR3
PPP1R13B_ENSG00000088808.18,PAS14215_ATTAAA_0.25,0.001092683,0.629852069,PPP1R13B_ENSG00000088808.18,0.666765805,1,0.414181472,0.499533657,PPP1R13B_ENSG00000088808.18,0.411507728,0.411507728,0.411507728,0.335431551,0.335431551,0.335431551,-0.076076177,chr14,103733964,103733965,18,-,ENSG00000088808.18,PPP1R13B,UTR3
CCAR1_ENSG00000060339.14,PAS10008_AATAAA_0.35,0.968688111,NA,CCAR1_ENSG00000060339.14,0.66599326,1,0.414452037,0.499789046,CCAR1_ENSG00000060339.14,0.103056973,0.103056973,0.103056973,0.091249808,0.091249808,0.091249808,-0.011807165,chr10,68791549,68791550,111,+,ENSG00000060339.14,CCAR1,UTR3
SMUG1_ENSG00000123415.16,PAS12786_AATAAA_0.1,0.488390057,NA,SMUG1_ENSG00000123415.16,0.663637747,1,0.415278612,0.500643729,SMUG1_ENSG00000123415.16,0.08102006,0.08102006,0.08102006,0.111030878,0.111030878,0.111030878,0.030010818,chr12,54121277,54121278,22,-,ENSG00000123415.16,SMUG1,UTR3
SMUG1_ENSG00000123415.16,PAS12787_AATAAA_0.3,0.488390057,NA,SMUG1_ENSG00000123415.16,0.663637747,1,0.415278612,0.500643729,SMUG1_ENSG00000123415.16,0.91897994,0.91897994,0.91897994,0.888969122,0.888969122,0.888969122,-0.030010818,chr12,54181471,54181472,82,-,ENSG00000123415.16,SMUG1,UTR3
RPL23_ENSG00000125691.14,PAS16605_APA_0.35,0.488585503,NA,RPL23_ENSG00000125691.14,0.662766627,1,0.415584916,0.500870886,RPL23_ENSG00000125691.14,9.67E-04,9.67E-04,9.67E-04,5.47E-04,5.47E-04,5.47E-04,-4.20E-04,chr17,38849211,38849212,17,-,ENSG00000125691.14,RPL23,UTR3
RPL23_ENSG00000125691.14,PAS16606_AATAAA_0.35,0.488585503,NA,RPL23_ENSG00000125691.14,0.662766627,1,0.415584916,0.500870886,RPL23_ENSG00000125691.14,0.999033407,0.999033407,0.999033407,0.999453273,0.999453273,0.999453273,4.20E-04,chr17,38850085,38850086,7384,-,ENSG00000125691.14,RPL23,UTR3
SH3PXD2A_ENSG00000107957.17,PAS10720_AATAAA_0.35,0.489142238,NA,SH3PXD2A_ENSG00000107957.17,0.660626026,1,0.41633902,0.501566344,SH3PXD2A_ENSG00000107957.17,0.647519759,0.647519759,0.647519759,0.569173415,0.569173415,0.569173415,-0.078346344,chr10,103594033,103594034,62,-,ENSG00000107957.17,SH3PXD2A,UTR3
SH3PXD2A_ENSG00000107957.17,PAS10721_AATAAA_0.05,0.489142238,NA,SH3PXD2A_ENSG00000107957.17,0.660626026,1,0.41633902,0.501566344,SH3PXD2A_ENSG00000107957.17,0.352480241,0.352480241,0.352480241,0.430826585,0.430826585,0.430826585,0.078346344,chr10,103600292,103600293,73,-,ENSG00000107957.17,SH3PXD2A,UTR3
TMEM67_ENSG00000164953.17,PAS8372_AATAAA_0.4,0.001240841,1,TMEM67_ENSG00000164953.17,0.660826576,1,0.416268283,0.501566344,TMEM67_ENSG00000164953.17,0.423623448,0.423623448,0.423623448,0.373900772,0.373900772,0.373900772,-0.049722677,chr8,93816917,93816918,37,+,ENSG00000164953.17,TMEM67,UTR3
BMPR2_ENSG00000204217.16,PAS2588_AATAAA_0.35,0.489332601,NA,BMPR2_ENSG00000204217.16,0.65976936,1,0.41664138,0.501788328,BMPR2_ENSG00000204217.16,0.193058328,0.193058328,0.193058328,0.13579643,0.13579643,0.13579643,-0.057261897,chr2,202562566,202562567,10,+,ENSG00000204217.16,BMPR2,UTR3
BMPR2_ENSG00000204217.16,PAS2589_ATTAAA_0.25,0.489332601,NA,BMPR2_ENSG00000204217.16,0.65976936,1,0.41664138,0.501788328,BMPR2_ENSG00000204217.16,0.806941672,0.806941672,0.806941672,0.86420357,0.86420357,0.86420357,0.057261897,chr2,202567746,202567747,64,+,ENSG00000204217.16,BMPR2,UTR3
RUFY3_ENSG00000018189.13,PAS4798_ATTAAA_0.45,3.19E-04,0.983812551,RUFY3_ENSG00000018189.13,0.655782672,1,0.418052779,0.503416822,RUFY3_ENSG00000018189.13,0.210644397,0.210644397,0.210644397,0.239300243,0.239300243,0.239300243,0.028655847,chr4,70801105,70801106,16,+,ENSG00000018189.13,RUFY3,UTR3
SLC38A10_ENSG00000157637.13,PAS16946_AATAAA_0.15,0.077322103,NA,SLC38A10_ENSG00000157637.13,0.655003246,1,0.418329548,0.503665386,SLC38A10_ENSG00000157637.13,0.162229043,0.162229043,0.162229043,0.196287348,0.196287348,0.196287348,0.034058305,chr17,81250872,81250873,42,-,ENSG00000157637.13,SLC38A10,UTR3
SRPRB_ENSG00000144867.13,PAS3760_AATAAA_0.1,0.007492658,0.636233384,SRPRB_ENSG00000144867.13,0.654867632,1,0.418377731,0.503665386,SRPRB_ENSG00000144867.13,0.109967689,0.109967689,0.109967689,0.092701524,0.092701524,0.092701524,-0.017266165,chr3,133821490,133821491,55,+,ENSG00000144867.13,SRPRB,UTR3
ZC3H15_ENSG00000065548.18,PAS2539_APA_0.3,0.492137805,NA,ZC3H15_ENSG00000065548.18,0.651846525,1,0.419453271,0.50481715,ZC3H15_ENSG00000065548.18,0.101570591,0.101570591,0.101570591,0.120517459,0.120517459,0.120517459,0.018946868,chr2,186505584,186505585,11,+,ENSG00000065548.18,ZC3H15,UTR3
ZC3H15_ENSG00000065548.18,PAS2540_AATAAA_0.25,0.492137805,NA,ZC3H15_ENSG00000065548.18,0.651846525,1,0.419453271,0.50481715,ZC3H15_ENSG00000065548.18,0.898429409,0.898429409,0.898429409,0.879482541,0.879482541,0.879482541,-0.018946868,chr2,186509357,186509358,233,+,ENSG00000065548.18,ZC3H15,UTR3
TM9SF3_ENSG00000077147.16,PAS10654_AATAAA_0.3,7.16E-11,1,TM9SF3_ENSG00000077147.16,0.649484731,1,0.420296962,0.505542808,TM9SF3_ENSG00000077147.16,0.409125568,0.409125568,0.409125568,0.391007053,0.391007053,0.391007053,-0.018118515,chr10,96520672,96520673,348,-,ENSG00000077147.16,TM9SF3,UTR3
SIX1_ENSG00000126778.12,PAS14048_ATTAAA_0.1,0.492862557,NA,SIX1_ENSG00000126778.12,0.649326241,1,0.420353669,0.505542808,SIX1_ENSG00000126778.12,0.494995446,0.494995446,0.494995446,0.44620263,0.44620263,0.44620263,-0.048792816,chr14,60644699,60644700,73,-,ENSG00000126778.12,SIX1,UTR3
SIX1_ENSG00000126778.12,PAS14049_ATTAAA_0.2,0.492862557,NA,SIX1_ENSG00000126778.12,0.649326241,1,0.420353669,0.505542808,SIX1_ENSG00000126778.12,0.505004554,0.505004554,0.505004554,0.55379737,0.55379737,0.55379737,0.048792816,chr14,60645270,60645271,53,-,ENSG00000126778.12,SIX1,UTR3
MEF2D_ENSG00000116604.19,PAS1689_ATTAAA_0.05,0.492862557,NA,MEF2D_ENSG00000116604.19,0.649447683,1,0.420310217,0.505542808,MEF2D_ENSG00000116604.19,0.495210581,0.495210581,0.495210581,0.453198193,0.453198193,0.453198193,-0.042012388,chr1,156463727,156463728,78,-,ENSG00000116604.19,MEF2D,UTR3
MEF2D_ENSG00000116604.19,PAS1690_APA_0.25,0.492862557,NA,MEF2D_ENSG00000116604.19,0.649447683,1,0.420310217,0.505542808,MEF2D_ENSG00000116604.19,0.504789419,0.504789419,0.504789419,0.546801807,0.546801807,0.546801807,0.042012388,chr1,156466217,156466218,52,-,ENSG00000116604.19,MEF2D,UTR3
MXRA7_ENSG00000182534.14,PAS16907_AATAAA_0.3,0.493011849,NA,MXRA7_ENSG00000182534.14,0.648575648,1,0.420622383,0.505722837,MXRA7_ENSG00000182534.14,0.645471613,0.645471613,0.645471613,0.539056033,0.539056033,0.539056033,-0.10641558,chr17,76676156,76676157,25,-,ENSG00000182534.14,MXRA7,UTR3
MXRA7_ENSG00000182534.14,PAS16908_APA_0.25,0.493011849,NA,MXRA7_ENSG00000182534.14,0.648575648,1,0.420622383,0.505722837,MXRA7_ENSG00000182534.14,0.354528387,0.354528387,0.354528387,0.460943967,0.460943967,0.460943967,0.10641558,chr17,76680509,76680510,12,-,ENSG00000182534.14,MXRA7,UTR3
TXNRD1_ENSG00000198431.18,PAS12310_APA_0.2,0.493771513,NA,TXNRD1_ENSG00000198431.18,0.646373865,1,0.421412109,0.50652901,TXNRD1_ENSG00000198431.18,0.003625894,0.003625894,0.003625894,0.005536865,0.005536865,0.005536865,0.001910971,chr12,104349639,104349640,15,+,ENSG00000198431.18,TXNRD1,UTR3
TXNRD1_ENSG00000198431.18,PAS12311_ATTAAA_0.15,0.493771513,NA,TXNRD1_ENSG00000198431.18,0.646373865,1,0.421412109,0.50652901,TXNRD1_ENSG00000198431.18,0.996374106,0.996374106,0.996374106,0.994463135,0.994463135,0.994463135,-0.001910971,chr12,104350282,104350283,2477,+,ENSG00000198431.18,TXNRD1,UTR3
SH3D21_ENSG00000214193.11,PAS249_None_0.1,0.495178769,NA,SH3D21_ENSG00000214193.11,0.642643554,1,0.422755146,0.507999608,SH3D21_ENSG00000214193.11,0.417998424,0.417998424,0.417998424,0.324751178,0.324751178,0.324751178,-0.093247246,chr1,36321345,36321346,10,+,ENSG00000214193.11,SH3D21,UTR3
SH3D21_ENSG00000214193.11,PAS250_AATAAA_0.2,0.495178769,NA,SH3D21_ENSG00000214193.11,0.642643554,1,0.422755146,0.507999608,SH3D21_ENSG00000214193.11,0.582001576,0.582001576,0.582001576,0.675248822,0.675248822,0.675248822,0.093247246,chr1,36329218,36329219,11,+,ENSG00000214193.11,SH3D21,UTR3
HNRNPA1_ENSG00000135486.19,PAS12125_AATAAA_0.3,4.05E-10,0.643509544,HNRNPA1_ENSG00000135486.19,0.641515825,1,0.423162427,0.5082734,HNRNPA1_ENSG00000135486.19,0.642162319,0.642162319,0.642162319,0.655451441,0.655451441,0.655451441,0.013289122,chr12,54284878,54284879,2581,+,ENSG00000135486.19,HNRNPA1,UTR3
MLEC_ENSG00000110917.8,PAS12415_ATTAAA_0.35,0.495420535,NA,MLEC_ENSG00000110917.8,0.641678534,1,0.423103629,0.5082734,MLEC_ENSG00000110917.8,0.605052342,0.605052342,0.605052342,0.630779254,0.630779254,0.630779254,0.025726912,chr12,120696689,120696690,36,+,ENSG00000110917.8,MLEC,UTR3
MLEC_ENSG00000110917.8,PAS12416_AATAAA_0.15,0.495420535,NA,MLEC_ENSG00000110917.8,0.641678534,1,0.423103629,0.5082734,MLEC_ENSG00000110917.8,0.394947658,0.394947658,0.394947658,0.369220746,0.369220746,0.369220746,-0.025726912,chr12,120701857,120701858,251,+,ENSG00000110917.8,MLEC,UTR3
EIF4EBP2_ENSG00000148730.7,PAS10030_ATTAAA_0.4,0.037073861,0.64427691,EIF4EBP2_ENSG00000148730.7,0.640120858,1,0.423667036,0.508807585,EIF4EBP2_ENSG00000148730.7,0.494301083,0.494301083,0.494301083,0.529726152,0.529726152,0.529726152,0.035425069,chr10,70423912,70423913,29,+,ENSG00000148730.7,EIF4EBP2,UTR3
RPS3_ENSG00000149273.15,PAS11202_APA_0.15,0.004886385,0.645406624,RPS3_ENSG00000149273.15,0.63807172,1,0.424409919,0.509483754,RPS3_ENSG00000149273.15,0.003344732,0.003344732,0.003344732,0.002250355,0.002250355,0.002250355,-0.001094377,chr11,75405999,75406000,25,+,ENSG00000149273.15,RPS3,UTR3
SRD5A1_ENSG00000145545.12,PAS5358_AATAAA_0.25,0.49675602,NA,SRD5A1_ENSG00000145545.12,0.638135874,1,0.424386631,0.509483754,SRD5A1_ENSG00000145545.12,0.293056485,0.293056485,0.293056485,0.385009874,0.385009874,0.385009874,0.09195339,chr5,6668629,6668630,14,+,ENSG00000145545.12,SRD5A1,UTR3
SRD5A1_ENSG00000145545.12,PAS5359_AATAAA_0.4,0.49675602,NA,SRD5A1_ENSG00000145545.12,0.638135874,1,0.424386631,0.509483754,SRD5A1_ENSG00000145545.12,0.706943515,0.706943515,0.706943515,0.614990126,0.614990126,0.614990126,-0.09195339,chr5,6669559,6669560,28,+,ENSG00000145545.12,SRD5A1,UTR3
PCF11_ENSG00000165494.12,PAS11218_AATAAA_0.3,0.497428128,NA,PCF11_ENSG00000165494.12,0.636163492,1,0.425103476,0.510172199,PCF11_ENSG00000165494.12,0.463844239,0.463844239,0.463844239,0.539998283,0.539998283,0.539998283,0.076154044,chr11,83185204,83185205,17,+,ENSG00000165494.12,PCF11,UTR3
PCF11_ENSG00000165494.12,PAS11219_AATAAA_0.2,0.497428128,NA,PCF11_ENSG00000165494.12,0.636163492,1,0.425103476,0.510172199,PCF11_ENSG00000165494.12,0.536155761,0.536155761,0.536155761,0.460001717,0.460001717,0.460001717,-0.076154044,chr11,83185790,83185791,41,+,ENSG00000165494.12,PCF11,UTR3
GDF11_ENSG00000135414.10,PAS12133_AATAAA_0.15,0.499197808,NA,GDF11_ENSG00000135414.10,0.631627376,1,0.426759009,0.512014409,GDF11_ENSG00000135414.10,0.852736894,0.852736894,0.852736894,0.774538364,0.774538364,0.774538364,-0.07819853,chr12,55750279,55750280,10,+,ENSG00000135414.10,GDF11,UTR3
GDF11_ENSG00000135414.10,PAS12134_AATAAA_0.2,0.499197808,NA,GDF11_ENSG00000135414.10,0.631627376,1,0.426759009,0.512014409,GDF11_ENSG00000135414.10,0.147263106,0.147263106,0.147263106,0.225461636,0.225461636,0.225461636,0.07819853,chr12,55757126,55757127,10,+,ENSG00000135414.10,GDF11,UTR3
PRPF38A_ENSG00000134748.13,PAS337_ATTAAA_0.2,6.93E-04,0.649440244,PRPF38A_ENSG00000134748.13,0.630799049,1,0.427062369,0.512306043,PRPF38A_ENSG00000134748.13,0.218253048,0.218253048,0.218253048,0.194312766,0.194312766,0.194312766,-0.023940282,chr1,52418177,52418178,81,+,ENSG00000134748.13,PRPF38A,UTR3
SINHCAF_ENSG00000139146.14,PAS12664_AATAAA_0.25,0.661802764,NA,SINHCAF_ENSG00000139146.14,0.628695051,1,0.427834382,0.513159715,SINHCAF_ENSG00000139146.14,0.251294686,0.251294686,0.251294686,0.224860689,0.224860689,0.224860689,-0.026433997,chr12,31280587,31280588,364,-,ENSG00000139146.14,SINHCAF,UTR3
TUBGCP2_ENSG00000130640.15,PAS10808_APA_0.25,0.501409112,NA,TUBGCP2_ENSG00000130640.15,0.625699906,1,0.428937018,0.514337064,TUBGCP2_ENSG00000130640.15,0.010943303,0.010943303,0.010943303,0.007281843,0.007281843,0.007281843,-0.00366146,chr10,133278636,133278637,20,-,ENSG00000130640.15,TUBGCP2,UTR3
TUBGCP2_ENSG00000130640.15,PAS10809_APA_0.15,0.501409112,NA,TUBGCP2_ENSG00000130640.15,0.625699906,1,0.428937018,0.514337064,TUBGCP2_ENSG00000130640.15,0.989056697,0.989056697,0.989056697,0.992718157,0.992718157,0.992718157,0.00366146,chr10,133279640,133279641,538,-,ENSG00000130640.15,TUBGCP2,UTR3
SRSF11_ENSG00000116754.14,PAS392_AATAAA_0.25,7.53E-08,0.652681969,SRSF11_ENSG00000116754.14,0.625003308,1,0.429194079,0.514572698,SRSF11_ENSG00000116754.14,0.388054201,0.388054201,0.388054201,0.366814547,0.366814547,0.366814547,-0.021239654,chr1,70251999,70252000,242,+,ENSG00000116754.14,SRSF11,UTR3
CZIB_ENSG00000162384.14,PAS1340_ATTAAA_0.35,0.501991265,NA,CZIB_ENSG00000162384.14,0.623961437,1,0.429578989,0.514888893,CZIB_ENSG00000162384.14,0.734697309,0.734697309,0.734697309,0.697599454,0.697599454,0.697599454,-0.037097855,chr1,53214159,53214160,159,-,ENSG00000162384.14,CZIB,UTR3
CZIB_ENSG00000162384.14,PAS1341_AATAAA_0.3,0.501991265,NA,CZIB_ENSG00000162384.14,0.623961437,1,0.429578989,0.514888893,CZIB_ENSG00000162384.14,0.265302691,0.265302691,0.265302691,0.302400546,0.302400546,0.302400546,0.037097855,chr1,53214473,53214474,62,-,ENSG00000162384.14,CZIB,UTR3
ACBD3_ENSG00000182827.9,PAS1927_ATTAAA_0.2,0.50212677,NA,ACBD3_ENSG00000182827.9,0.623258584,1,0.429838947,0.515055185,ACBD3_ENSG00000182827.9,0.598892529,0.598892529,0.598892529,0.55382374,0.55382374,0.55382374,-0.045068789,chr1,226144680,226144681,121,-,ENSG00000182827.9,ACBD3,UTR3
ACBD3_ENSG00000182827.9,PAS1928_AATAAA_0.35,0.50212677,NA,ACBD3_ENSG00000182827.9,0.623258584,1,0.429838947,0.515055185,ACBD3_ENSG00000182827.9,0.401107471,0.401107471,0.401107471,0.44617626,0.44617626,0.44617626,0.045068789,chr1,226144944,226144945,45,-,ENSG00000182827.9,ACBD3,UTR3
RBM3_ENSG00000102317.18,PAS19700_ATTAAA_0.35,0.503116998,NA,RBM3_ENSG00000102317.18,0.620582514,1,0.430830902,0.516098253,RBM3_ENSG00000102317.18,0.949049439,0.949049439,0.949049439,0.938436914,0.938436914,0.938436914,-0.010612525,chrX,48578282,48578283,888,+,ENSG00000102317.18,RBM3,UTR3
RBM3_ENSG00000102317.18,PAS19701_AATAAA_0.3,0.503116998,NA,RBM3_ENSG00000102317.18,0.620582514,1,0.430830902,0.516098253,RBM3_ENSG00000102317.18,0.050950561,0.050950561,0.050950561,0.061563086,0.061563086,0.061563086,0.010612525,chrX,48581158,48581159,115,+,ENSG00000102317.18,RBM3,UTR3
TBC1D25_ENSG00000068354.16,PAS19698_None_0.15,0.503258959,NA,TBC1D25_ENSG00000068354.16,0.619866792,1,0.431096791,0.516271214,TBC1D25_ENSG00000068354.16,0.728389364,0.728389364,0.728389364,0.794602814,0.794602814,0.794602814,0.06621345,chrX,48561211,48561212,23,+,ENSG00000068354.16,TBC1D25,UTR3
TBC1D25_ENSG00000068354.16,PAS19699_APA_0.15,0.503258959,NA,TBC1D25_ENSG00000068354.16,0.619866792,1,0.431096791,0.516271214,TBC1D25_ENSG00000068354.16,0.271610636,0.271610636,0.271610636,0.205397186,0.205397186,0.205397186,-0.06621345,chrX,48562608,48562609,23,+,ENSG00000068354.16,TBC1D25,UTR3
OTUD7B_ENSG00000264522.6,PAS1582_AATAAA_0.4,0.649598838,NA,OTUD7B_ENSG00000264522.6,0.618651962,1,0.431548667,0.516739548,OTUD7B_ENSG00000264522.6,0.185356469,0.185356469,0.185356469,0.22525687,0.22525687,0.22525687,0.039900401,chr1,149940334,149940335,27,-,ENSG00000264522.6,OTUD7B,UTR3
