gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ELAVL1_DMSO_1,ELAVL1_DMSO_2,ELAVL1_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
GOLPH3L_ENSG00000143457.11,PAS1597_AATAAA_0.1,0.977289521,NA,GOLPH3L_ENSG00000143457.11,0.093128203,1,0.760237336,0.893202861,GOLPH3L_ENSG00000143457.11,0.797618925,0.797618925,0.797618925,0.786639932,0.786639932,0.786639932,-0.010978993,chr1,150646229,150646230,94,-,ENSG00000143457.11,GOLPH3L,UTR3
NAA15_ENSG00000164134.14,PAS4916_AATAAA_0.3,0.967567757,NA,NAA15_ENSG00000164134.14,0.092802114,1,0.760644622,0.893202861,NAA15_ENSG00000164134.14,0.334616566,0.334616566,0.334616566,0.317370732,0.317370732,0.317370732,-0.017245834,chr4,139390303,139390304,31,+,ENSG00000164134.14,NAA15,UTR3
TRIM23_ENSG00000113595.15,PAS6004_AATAAA_0.3,0.736997759,NA,TRIM23_ENSG00000113595.15,0.092751657,1,0.760707713,0.893202861,TRIM23_ENSG00000113595.15,0.299467738,0.299467738,0.299467738,0.26476261,0.26476261,0.26476261,-0.034705128,chr5,65589690,65589691,14,-,ENSG00000113595.15,TRIM23,UTR3
PANK3_ENSG00000120137.7,PAS6275_APA_0.35,0.942524493,NA,PANK3_ENSG00000120137.7,0.092661329,1,0.760820704,0.893202861,PANK3_ENSG00000120137.7,0.144300784,0.144300784,0.144300784,0.136053979,0.136053979,0.136053979,-0.008246805,chr5,168556865,168556866,33,-,ENSG00000120137.7,PANK3,UTR3
EMC2_ENSG00000104412.8,PAS8443_AATAAA_0.2,0.823411931,NA,EMC2_ENSG00000104412.8,0.092285484,1,0.761291497,0.893629156,EMC2_ENSG00000104412.8,0.04047538,0.04047538,0.04047538,0.035440877,0.035440877,0.035440877,-0.005034503,chr8,108489188,108489189,25,+,ENSG00000104412.8,EMC2,UTR3
LRPPRC_ENSG00000138095.20,PAS2875_AATAAA_0.3,0.758264528,NA,LRPPRC_ENSG00000138095.20,0.092153938,1,0.761456523,0.893696463,LRPPRC_ENSG00000138095.20,0.152410274,0.152410274,0.152410274,0.14535851,0.14535851,0.14535851,-0.007051764,chr2,43887744,43887745,93,-,ENSG00000138095.20,LRPPRC,UTR3
RAVER2_ENSG00000162437.15,PAS369_AATAAA_0.2,0.882991034,NA,RAVER2_ENSG00000162437.15,0.091652482,1,0.762086785,0.894116275,RAVER2_ENSG00000162437.15,0.674410697,0.674410697,0.674410697,0.644504853,0.644504853,0.644504853,-0.029905843,chr1,64831838,64831839,25,+,ENSG00000162437.15,RAVER2,UTR3
RAVER2_ENSG00000162437.15,PAS370_ATTAAA_0.35,0.882991034,NA,RAVER2_ENSG00000162437.15,0.091652482,1,0.762086785,0.894116275,RAVER2_ENSG00000162437.15,0.325589303,0.325589303,0.325589303,0.355495147,0.355495147,0.355495147,0.029905843,chr1,64833228,64833229,37,+,ENSG00000162437.15,RAVER2,UTR3
GNAI3_ENSG00000065135.12,PAS500_ATTAAA_0.35,0.686715037,NA,GNAI3_ENSG00000065135.12,0.091612253,1,0.76213743,0.894116275,GNAI3_ENSG00000065135.12,0.20692515,0.20692515,0.20692515,0.215146227,0.215146227,0.215146227,0.008221078,chr1,109592774,109592775,89,+,ENSG00000065135.12,GNAI3,UTR3
STX7_ENSG00000079950.14,PAS7245_ATTAAA_0.15,0.682055446,NA,STX7_ENSG00000079950.14,0.091487475,1,0.762294589,0.894174246,STX7_ENSG00000079950.14,0.160769058,0.160769058,0.160769058,0.147971783,0.147971783,0.147971783,-0.012797275,chr6,132459745,132459746,15,-,ENSG00000079950.14,STX7,UTR3
CCDC47_ENSG00000108588.15,PAS16809_APA_0.3,0.678414738,NA,CCDC47_ENSG00000108588.15,0.090991787,1,0.76292007,0.894781467,CCDC47_ENSG00000108588.15,0.096004901,0.096004901,0.096004901,0.10578282,0.10578282,0.10578282,0.009777919,chr17,63746622,63746623,10,-,ENSG00000108588.15,CCDC47,UTR3
NEURL1_ENSG00000107954.11,PAS10211_ATTAAA_0.2,0.883253968,NA,NEURL1_ENSG00000107954.11,0.089728629,1,0.764522431,0.895359904,NEURL1_ENSG00000107954.11,0.574639865,0.574639865,0.574639865,0.600142842,0.600142842,0.600142842,0.025502978,chr10,103590505,103590506,56,+,ENSG00000107954.11,NEURL1,UTR3
NEURL1_ENSG00000107954.11,PAS10212_AATAAA_0.1,0.883253968,NA,NEURL1_ENSG00000107954.11,0.089728629,1,0.764522431,0.895359904,NEURL1_ENSG00000107954.11,0.425360135,0.425360135,0.425360135,0.399857158,0.399857158,0.399857158,-0.025502978,chr10,103592544,103592545,18,+,ENSG00000107954.11,NEURL1,UTR3
SIN3A_ENSG00000169375.17,PAS14862_ATTAAA_0.15,0.883253968,NA,SIN3A_ENSG00000169375.17,0.089866715,1,0.764346668,0.895359904,SIN3A_ENSG00000169375.17,0.2183508,0.2183508,0.2183508,0.198052787,0.198052787,0.198052787,-0.020298013,chr15,75369380,75369381,15,-,ENSG00000169375.17,SIN3A,UTR3
SIN3A_ENSG00000169375.17,PAS14863_ATTAAA_0.2,0.883253968,NA,SIN3A_ENSG00000169375.17,0.089866715,1,0.764346668,0.895359904,SIN3A_ENSG00000169375.17,0.7816492,0.7816492,0.7816492,0.801947213,0.801947213,0.801947213,0.020298013,chr15,75371133,75371134,43,-,ENSG00000169375.17,SIN3A,UTR3
UBE2G1_ENSG00000132388.13,PAS16404_AATAAA_0.2,0.883253968,NA,UBE2G1_ENSG00000132388.13,0.089836322,1,0.764385342,0.895359904,UBE2G1_ENSG00000132388.13,0.397663468,0.397663468,0.397663468,0.419263758,0.419263758,0.419263758,0.02160029,chr17,4269259,4269260,39,-,ENSG00000132388.13,UBE2G1,UTR3
UBE2G1_ENSG00000132388.13,PAS16405_ATTAAA_0.2,0.883253968,NA,UBE2G1_ENSG00000132388.13,0.089836322,1,0.764385342,0.895359904,UBE2G1_ENSG00000132388.13,0.602336532,0.602336532,0.602336532,0.580736242,0.580736242,0.580736242,-0.02160029,chr17,4272030,4272031,84,-,ENSG00000132388.13,UBE2G1,UTR3
NCOR1_ENSG00000141027.23,PAS16480_APA_0.2,0.93010905,NA,NCOR1_ENSG00000141027.23,0.089549215,1,0.76475102,0.895359904,NCOR1_ENSG00000141027.23,0.578286564,0.578286564,0.578286564,0.594742411,0.594742411,0.594742411,0.016455847,chr17,16031944,16031945,87,-,ENSG00000141027.23,NCOR1,UTR3
DIS3L2_ENSG00000144535.20,PAS2677_ATTAAA_0.4,0.920776875,NA,DIS3L2_ENSG00000144535.20,0.090083131,1,0.764071499,0.895359904,DIS3L2_ENSG00000144535.20,0.310745548,0.310745548,0.310745548,0.330932068,0.330932068,0.330932068,0.020186519,chr2,232130880,232130881,12,+,ENSG00000144535.20,DIS3L2,UTR3
RPP14_ENSG00000163684.12,PAS3606_APA_0.3,0.978175721,NA,RPP14_ENSG00000163684.12,0.089249743,1,0.765133128,0.895359904,RPP14_ENSG00000163684.12,0.223574359,0.223574359,0.223574359,0.201590458,0.201590458,0.201590458,-0.021983902,chr3,58318075,58318076,27,+,ENSG00000163684.12,RPP14,UTR3
MME_ENSG00000196549.13,PAS3814_None_0.2,0.971175792,NA,MME_ENSG00000196549.13,0.089853584,1,0.764363376,0.895359904,MME_ENSG00000196549.13,0.074051977,0.074051977,0.074051977,0.07979436,0.07979436,0.07979436,0.005742383,chr3,155180732,155180733,11,+,ENSG00000196549.13,MME,UTR3
ENSG00000284461_ENSG00000284461.2,PAS7544_AATAAA_0.25,0.883253968,NA,ENSG00000284461_ENSG00000284461.2,0.089415093,1,0.764922065,0.895359904,ENSG00000284461_ENSG00000284461.2,0.315084174,0.315084174,0.315084174,0.342611618,0.342611618,0.342611618,0.027527444,chr7,66809492,66809493,18,+,ENSG00000284461.2,ENSG00000284461,UTR3
ENSG00000284461_ENSG00000284461.2,PAS7545_AATAAA_0.25,0.883253968,NA,ENSG00000284461_ENSG00000284461.2,0.089415093,1,0.764922065,0.895359904,ENSG00000284461_ENSG00000284461.2,0.684915826,0.684915826,0.684915826,0.657388382,0.657388382,0.657388382,-0.027527444,chr7,66811188,66811189,23,+,ENSG00000284461.2,ENSG00000284461,UTR3
THAP5_ENSG00000177683.14,PAS8053_AATAAA_0.35,0.883253968,NA,THAP5_ENSG00000177683.14,0.089946532,1,0.76424514,0.895359904,THAP5_ENSG00000177683.14,0.765883207,0.765883207,0.765883207,0.730599689,0.730599689,0.730599689,-0.035283518,chr7,108562228,108562229,24,-,ENSG00000177683.14,THAP5,UTR3
THAP5_ENSG00000177683.14,PAS8054_AATAAA_0.4,0.883253968,NA,THAP5_ENSG00000177683.14,0.089946532,1,0.76424514,0.895359904,THAP5_ENSG00000177683.14,0.234116793,0.234116793,0.234116793,0.269400311,0.269400311,0.269400311,0.035283518,chr7,108562520,108562521,16,-,ENSG00000177683.14,THAP5,UTR3
ESYT2_ENSG00000117868.18,PAS8147_AATAAA_0.1,0.883253968,NA,ESYT2_ENSG00000117868.18,0.089244779,1,0.765139467,0.895359904,ESYT2_ENSG00000117868.18,0.80380745,0.80380745,0.80380745,0.830078428,0.830078428,0.830078428,0.026270977,chr7,158730997,158730998,160,-,ENSG00000117868.18,ESYT2,UTR3
ESYT2_ENSG00000117868.18,PAS8148_AATAAA_0.45,0.883253968,NA,ESYT2_ENSG00000117868.18,0.089244779,1,0.765139467,0.895359904,ESYT2_ENSG00000117868.18,0.19619255,0.19619255,0.19619255,0.169921572,0.169921572,0.169921572,-0.026270977,chr7,158733613,158733614,16,-,ENSG00000117868.18,ESYT2,UTR3
GCLM_ENSG00000023909.10,PAS1467_AATAAA_0.45,0.144691559,NA,GCLM_ENSG00000023909.10,0.089121819,1,0.765296564,0.895417479,GCLM_ENSG00000023909.10,0.63357274,0.63357274,0.63357274,0.612579407,0.612579407,0.612579407,-0.020993332,chr1,93888456,93888457,70,-,ENSG00000023909.10,GCLM,UTR3
PCBP2_ENSG00000197111.16,PAS12116_AATAAA_0.2,1.32E-05,1,PCBP2_ENSG00000197111.16,0.089012868,1,0.76543586,0.895454216,PCBP2_ENSG00000197111.16,0.015931883,0.015931883,0.015931883,0.014819918,0.014819918,0.014819918,-0.001111965,chr12,53475653,53475654,46,+,ENSG00000197111.16,PCBP2,UTR3
TNFSF18_ENSG00000120337.10,PAS1759_AATAAA_0.15,0.884097061,NA,TNFSF18_ENSG00000120337.10,0.088443455,1,0.766165386,0.895928778,TNFSF18_ENSG00000120337.10,0.757257753,0.757257753,0.757257753,0.733634605,0.733634605,0.733634605,-0.023623148,chr1,173039201,173039202,20,-,ENSG00000120337.10,TNFSF18,UTR3
TNFSF18_ENSG00000120337.10,PAS1760_ATTAAA_0.05,0.884097061,NA,TNFSF18_ENSG00000120337.10,0.088443455,1,0.766165386,0.895928778,TNFSF18_ENSG00000120337.10,0.242742247,0.242742247,0.242742247,0.266365395,0.266365395,0.266365395,0.023623148,chr1,173039767,173039768,21,-,ENSG00000120337.10,TNFSF18,UTR3
SLC25A46_ENSG00000164209.17,PAS5597_AATAAA_0.25,0.899542955,NA,SLC25A46_ENSG00000164209.17,0.088465483,1,0.766137116,0.895928778,SLC25A46_ENSG00000164209.17,0.218860952,0.218860952,0.218860952,0.231566307,0.231566307,0.231566307,0.012705355,chr5,110763080,110763081,79,+,ENSG00000164209.17,SLC25A46,UTR3
TIA1_ENSG00000116001.17,PAS2959_ATTAAA_0.2,0.976286176,NA,TIA1_ENSG00000116001.17,0.088152812,1,0.766538739,0.896046216,TIA1_ENSG00000116001.17,0.09317309,0.09317309,0.09317309,0.103942517,0.103942517,0.103942517,0.010769428,chr2,70210656,70210657,17,-,ENSG00000116001.17,TIA1,UTR3
CEP43_ENSG00000213066.14,PAS6840_AATAAA_0.1,0.884286246,NA,CEP43_ENSG00000213066.14,0.088113161,1,0.766589725,0.896046216,CEP43_ENSG00000213066.14,0.509418695,0.509418695,0.509418695,0.534844164,0.534844164,0.534844164,0.025425469,chr6,167040314,167040315,83,+,ENSG00000213066.14,CEP43,UTR3
CEP43_ENSG00000213066.14,PAS6841_AATAAA_0.1,0.884286246,NA,CEP43_ENSG00000213066.14,0.088113161,1,0.766589725,0.896046216,CEP43_ENSG00000213066.14,0.490581305,0.490581305,0.490581305,0.465155836,0.465155836,0.465155836,-0.025425469,chr6,167042407,167042408,16,+,ENSG00000213066.14,CEP43,UTR3
NIPA2_ENSG00000140157.16,PAS14237_AATAAA_0.25,0.968662112,NA,NIPA2_ENSG00000140157.16,0.087944574,1,0.766806649,0.896060736,NIPA2_ENSG00000140157.16,0.040399313,0.040399313,0.040399313,0.047905343,0.047905343,0.047905343,0.00750603,chr15,22867926,22867927,19,+,ENSG00000140157.16,NIPA2,UTR3
AKAP12_ENSG00000131016.17,PAS6810_ATTAAA_0.25,0.771262802,NA,AKAP12_ENSG00000131016.17,0.087935686,1,0.766818092,0.896060736,AKAP12_ENSG00000131016.17,0.011961473,0.011961473,0.011961473,0.013514056,0.013514056,0.013514056,0.001552583,chr6,151357895,151357896,25,+,ENSG00000131016.17,AKAP12,UTR3
MTMR2_ENSG00000087053.20,PAS11769_ATTAAA_0.25,0.743549782,NA,MTMR2_ENSG00000087053.20,0.087744787,1,0.767064011,0.896125376,MTMR2_ENSG00000087053.20,0.746117765,0.746117765,0.746117765,0.724635393,0.724635393,0.724635393,-0.021482372,chr11,95834094,95834095,56,-,ENSG00000087053.20,MTMR2,UTR3
ZNF585B_ENSG00000245680.11,PAS18208_AATAAA_0.1,0.884432787,NA,ZNF585B_ENSG00000245680.11,0.087641376,1,0.767197348,0.896125376,ZNF585B_ENSG00000245680.11,0.560912555,0.560912555,0.560912555,0.518442983,0.518442983,0.518442983,-0.042469573,chr19,37181579,37181580,25,-,ENSG00000245680.11,ZNF585B,UTR3
ZNF585B_ENSG00000245680.11,PAS18209_APA_0.15,0.884432787,NA,ZNF585B_ENSG00000245680.11,0.087641376,1,0.767197348,0.896125376,ZNF585B_ENSG00000245680.11,0.439087445,0.439087445,0.439087445,0.481557017,0.481557017,0.481557017,0.042469573,chr19,37184821,37184822,24,-,ENSG00000245680.11,ZNF585B,UTR3
CYTH2_ENSG00000105443.17,PAS17768_None_0.1,0.884476471,NA,CYTH2_ENSG00000105443.17,0.08717758,1,0.767796418,0.896207683,CYTH2_ENSG00000105443.17,0.887090941,0.887090941,0.887090941,0.895566866,0.895566866,0.895566866,0.008475925,chr19,48479381,48479382,156,+,ENSG00000105443.17,CYTH2,UTR3
CYTH2_ENSG00000105443.17,PAS17769_ATTAAA_0.25,0.884476471,NA,CYTH2_ENSG00000105443.17,0.08717758,1,0.767796418,0.896207683,CYTH2_ENSG00000105443.17,0.112909059,0.112909059,0.112909059,0.104433134,0.104433134,0.104433134,-0.008475925,chr19,48482299,48482300,28,+,ENSG00000105443.17,CYTH2,UTR3
NAAA_ENSG00000138744.16,PAS5140_AATAAA_0.25,0.884432787,NA,NAAA_ENSG00000138744.16,0.087408397,1,0.767498064,0.896207683,NAAA_ENSG00000138744.16,0.611369169,0.611369169,0.611369169,0.63782037,0.63782037,0.63782037,0.026451201,chr4,75913662,75913663,18,-,ENSG00000138744.16,NAAA,UTR3
NAAA_ENSG00000138744.16,PAS5141_AATAAA_0.4,0.884432787,NA,NAAA_ENSG00000138744.16,0.087408397,1,0.767498064,0.896207683,NAAA_ENSG00000138744.16,0.388630831,0.388630831,0.388630831,0.36217963,0.36217963,0.36217963,-0.026451201,chr4,75916440,75916441,10,-,ENSG00000138744.16,NAAA,UTR3
IL6ST_ENSG00000134352.21,PAS5982_ATTAAA_0.15,0.408706056,NA,IL6ST_ENSG00000134352.21,0.08716881,1,0.767807763,0.896207683,IL6ST_ENSG00000134352.21,0.146238635,0.146238635,0.146238635,0.133734679,0.133734679,0.133734679,-0.012503956,chr5,55938338,55938339,34,-,ENSG00000134352.21,IL6ST,UTR3
HTATIP2_ENSG00000109854.14,PAS10931_AATAAA_0.45,0.559871433,NA,HTATIP2_ENSG00000109854.14,0.08692701,1,0.768120792,0.896306559,HTATIP2_ENSG00000109854.14,0.189807611,0.189807611,0.189807611,0.204725343,0.204725343,0.204725343,0.014917732,chr11,20383426,20383427,48,+,ENSG00000109854.14,HTATIP2,UTR3
SEMA6C_ENSG00000143434.17,PAS1611_AATAAA_0.3,0.884660135,NA,SEMA6C_ENSG00000143434.17,0.08685317,1,0.768216478,0.896306559,SEMA6C_ENSG00000143434.17,0.721059984,0.721059984,0.721059984,0.757308903,0.757308903,0.757308903,0.036248919,chr1,151131707,151131708,16,-,ENSG00000143434.17,SEMA6C,UTR3
SEMA6C_ENSG00000143434.17,PAS1612_APA_0.2,0.884660135,NA,SEMA6C_ENSG00000143434.17,0.08685317,1,0.768216478,0.896306559,SEMA6C_ENSG00000143434.17,0.278940016,0.278940016,0.278940016,0.242691097,0.242691097,0.242691097,-0.036248919,chr1,151132056,151132057,22,-,ENSG00000143434.17,SEMA6C,UTR3
NKAPD1_ENSG00000150776.18,PAS11287_APA_0.1,0.707518359,NA,NKAPD1_ENSG00000150776.18,0.08639165,1,0.768815547,0.896375418,NKAPD1_ENSG00000150776.18,0.129836943,0.129836943,0.129836943,0.143845612,0.143845612,0.143845612,0.014008669,chr11,112084132,112084133,19,+,ENSG00000150776.18,NKAPD1,UTR3
SIAH1_ENSG00000196470.12,PAS15574_ATTAAA_0.4,0.884660135,NA,SIAH1_ENSG00000196470.12,0.086579276,1,0.768571793,0.896375418,SIAH1_ENSG00000196470.12,0.829464894,0.829464894,0.829464894,0.812865867,0.812865867,0.812865867,-0.016599026,chr16,48360537,48360538,46,-,ENSG00000196470.12,SIAH1,UTR3
SIAH1_ENSG00000196470.12,PAS15575_AATAAA_0.15,0.884660135,NA,SIAH1_ENSG00000196470.12,0.086579276,1,0.768571793,0.896375418,SIAH1_ENSG00000196470.12,0.170535106,0.170535106,0.170535106,0.187134133,0.187134133,0.187134133,0.016599026,chr16,48361053,48361054,22,-,ENSG00000196470.12,SIAH1,UTR3
PROSER2_ENSG00000148426.13,PAS9869_AATAAA_0.3,0.884660135,NA,PROSER2_ENSG00000148426.13,0.086451813,1,0.768737355,0.896375418,PROSER2_ENSG00000148426.13,0.850497613,0.850497613,0.850497613,0.857939417,0.857939417,0.857939417,0.007441804,chr10,11870871,11870872,148,+,ENSG00000148426.13,PROSER2,UTR3
PROSER2_ENSG00000148426.13,PAS9870_AATAAA_0.25,0.884660135,NA,PROSER2_ENSG00000148426.13,0.086451813,1,0.768737355,0.896375418,PROSER2_ENSG00000148426.13,0.149502387,0.149502387,0.149502387,0.142060583,0.142060583,0.142060583,-0.007441804,chr10,11872274,11872275,139,+,ENSG00000148426.13,PROSER2,UTR3
PPP4R2_ENSG00000163605.15,PAS3631_AATAAA_0.3,0.883253968,NA,PPP4R2_ENSG00000163605.15,0.085828271,1,0.769549192,0.897104755,PPP4R2_ENSG00000163605.15,0.462724642,0.462724642,0.462724642,0.480808516,0.480808516,0.480808516,0.018083874,chr3,73069193,73069194,63,+,ENSG00000163605.15,PPP4R2,UTR3
PHKB_ENSG00000102893.18,PAS15188_APA_0.35,0.434170881,NA,PHKB_ENSG00000102893.18,0.085562281,1,0.769896479,0.89738355,PHKB_ENSG00000102893.18,0.180929082,0.180929082,0.180929082,0.202622053,0.202622053,0.202622053,0.021692971,chr16,47701520,47701521,24,+,ENSG00000102893.18,PHKB,UTR3
RAB4A_ENSG00000168118.12,PAS950_ATTAAA_0.4,0.940632685,NA,RAB4A_ENSG00000168118.12,0.085311565,1,0.77022436,0.897639652,RAB4A_ENSG00000168118.12,0.634518171,0.634518171,0.634518171,0.622590753,0.622590753,0.622590753,-0.011927417,chr1,229303993,229303994,618,+,ENSG00000168118.12,RAB4A,UTR3
RBM12_ENSG00000244462.8,PAS18891_ATTAAA_0.2,0.907814363,NA,RBM12_ENSG00000244462.8,0.084943752,1,0.770706327,0.89795352,RBM12_ENSG00000244462.8,0.133996838,0.133996838,0.133996838,0.124742888,0.124742888,0.124742888,-0.009253949,chr20,35650141,35650142,37,-,ENSG00000244462.8,RBM12,UTR3
IL17RA_ENSG00000177663.15,PAS19208_AATAAA_0.4,0.577271788,NA,IL17RA_ENSG00000177663.15,0.084940894,1,0.770710076,0.89795352,IL17RA_ENSG00000177663.15,0.319145435,0.319145435,0.319145435,0.287925626,0.287925626,0.287925626,-0.031219809,chr22,17112770,17112771,15,+,ENSG00000177663.15,IL17RA,UTR3
MCTP1_ENSG00000175471.20,PAS6072_APA_0.35,0.54077048,NA,MCTP1_ENSG00000175471.20,0.084731864,1,0.77098449,0.898147148,MCTP1_ENSG00000175471.20,0.229436644,0.229436644,0.229436644,0.249960039,0.249960039,0.249960039,0.020523395,chr5,94705047,94705048,13,-,ENSG00000175471.20,MCTP1,UTR3
HMGB1_ENSG00000189403.15,PAS13402_None_0.15,0.886964339,NA,HMGB1_ENSG00000189403.15,0.084520773,1,0.771261983,0.898218242,HMGB1_ENSG00000189403.15,0.056576596,0.056576596,0.056576596,0.065015902,0.065015902,0.065015902,0.008439306,chr13,30458796,30458797,16,-,ENSG00000189403.15,HMGB1,UTR3
HMGB1_ENSG00000189403.15,PAS13403_APA_0.15,0.886964339,NA,HMGB1_ENSG00000189403.15,0.084520773,1,0.771261983,0.898218242,HMGB1_ENSG00000189403.15,0.943423404,0.943423404,0.943423404,0.934984098,0.934984098,0.934984098,-0.008439306,chr13,30460895,30460896,219,-,ENSG00000189403.15,HMGB1,UTR3
CCDC88A_ENSG00000115355.18,PAS2900_AATAAA_0.3,0.983093767,NA,CCDC88A_ENSG00000115355.18,0.083983512,1,0.771969945,0.898790485,CCDC88A_ENSG00000115355.18,0.10715962,0.10715962,0.10715962,0.099851271,0.099851271,0.099851271,-0.007308349,chr2,55287843,55287844,12,-,ENSG00000115355.18,CCDC88A,UTR3
FOXP4_ENSG00000137166.18,PAS6565_ATTAAA_0.1,0.916415961,NA,FOXP4_ENSG00000137166.18,0.084013859,1,0.77192989,0.898790485,FOXP4_ENSG00000137166.18,0.869277516,0.869277516,0.869277516,0.860465318,0.860465318,0.860465318,-0.008812198,chr6,41600625,41600626,46,+,ENSG00000137166.18,FOXP4,UTR3
PRPF38B_ENSG00000134186.12,PAS483_AATAAA_0.1,0.341167537,NA,PRPF38B_ENSG00000134186.12,0.083899291,1,0.772081147,0.898793862,PRPF38B_ENSG00000134186.12,0.310215512,0.310215512,0.310215512,0.298895318,0.298895318,0.298895318,-0.011320193,chr1,108700364,108700365,94,+,ENSG00000134186.12,PRPF38B,UTR3
SFPQ_ENSG00000116560.12,PAS1234_AATAAA_0.05,9.36E-06,1,SFPQ_ENSG00000116560.12,0.083534771,1,0.772563146,0.89885063,SFPQ_ENSG00000116560.12,0.21700523,0.21700523,0.21700523,0.222671691,0.222671691,0.222671691,0.005666461,chr1,35176380,35176381,470,-,ENSG00000116560.12,SFPQ,UTR3
SAMD4B_ENSG00000179134.16,PAS17648_APA_0.35,0.887921443,NA,SAMD4B_ENSG00000179134.16,0.083691554,1,0.772355695,0.89885063,SAMD4B_ENSG00000179134.16,0.607462922,0.607462922,0.607462922,0.614371278,0.614371278,0.614371278,0.006908356,chr19,39384925,39384926,14,+,ENSG00000179134.16,SAMD4B,UTR3
SAMD4B_ENSG00000179134.16,PAS17649_APA_0.15,0.887921443,NA,SAMD4B_ENSG00000179134.16,0.083691554,1,0.772355695,0.89885063,SAMD4B_ENSG00000179134.16,0.392537078,0.392537078,0.392537078,0.385628722,0.385628722,0.385628722,-0.006908356,chr19,39385697,39385698,245,+,ENSG00000179134.16,SAMD4B,UTR3
CSTF1_ENSG00000101138.12,PAS18693_AATAAA_0.3,0.477760743,NA,CSTF1_ENSG00000101138.12,0.083591122,1,0.77248856,0.89885063,CSTF1_ENSG00000101138.12,0.482185373,0.482185373,0.482185373,0.499789979,0.499789979,0.499789979,0.017604606,chr20,56404252,56404253,78,+,ENSG00000101138.12,CSTF1,UTR3
PXDN_ENSG00000130508.11,PAS2738_AATAAA_0.35,0.916415961,NA,PXDN_ENSG00000130508.11,0.083264734,1,0.772920947,0.899140866,PXDN_ENSG00000130508.11,0.25227954,0.25227954,0.25227954,0.246930509,0.246930509,0.246930509,-0.005349031,chr2,1631893,1631894,265,-,ENSG00000130508.11,PXDN,UTR3
TIA1_ENSG00000116001.17,PAS2960_APA_0.35,0.976286176,NA,TIA1_ENSG00000116001.17,0.08252131,1,0.773909247,0.900056739,TIA1_ENSG00000116001.17,0.195679293,0.195679293,0.195679293,0.213081629,0.213081629,0.213081629,0.017402336,chr2,70211683,70211684,46,-,ENSG00000116001.17,TIA1,UTR3
FBXL5_ENSG00000118564.15,PAS5042_AATAAA_0.2,0.889248358,NA,FBXL5_ENSG00000118564.15,0.082428015,1,0.774033612,0.900056739,FBXL5_ENSG00000118564.15,0.167000091,0.167000091,0.167000091,0.157502817,0.157502817,0.157502817,-0.009497274,chr4,15604539,15604540,42,-,ENSG00000118564.15,FBXL5,UTR3
FBXL5_ENSG00000118564.15,PAS5043_AATAAA_0.2,0.889248358,NA,FBXL5_ENSG00000118564.15,0.082428015,1,0.774033612,0.900056739,FBXL5_ENSG00000118564.15,0.832999909,0.832999909,0.832999909,0.842497183,0.842497183,0.842497183,0.009497274,chr4,15605007,15605008,276,-,ENSG00000118564.15,FBXL5,UTR3
HMSD_ENSG00000221887.6,PAS17120_ATTAAA_0.35,0.889721821,NA,HMSD_ENSG00000221887.6,0.081727613,1,0.774969713,0.900892793,HMSD_ENSG00000221887.6,0.526298275,0.526298275,0.526298275,0.557286266,0.557286266,0.557286266,0.030987991,chr18,63960408,63960409,10,+,ENSG00000221887.6,HMSD,UTR3
HMSD_ENSG00000221887.6,PAS17121_AATAAA_0.15,0.889721821,NA,HMSD_ENSG00000221887.6,0.081727613,1,0.774969713,0.900892793,HMSD_ENSG00000221887.6,0.473701725,0.473701725,0.473701725,0.442713734,0.442713734,0.442713734,-0.030987991,chr18,63961833,63961834,25,+,ENSG00000221887.6,HMSD,UTR3
SEPTIN11_ENSG00000138758.12,PAS4816_AATAAA_0.25,0.410372868,NA,SEPTIN11_ENSG00000138758.12,0.081457632,1,0.775331705,0.90118737,SEPTIN11_ENSG00000138758.12,0.130224151,0.130224151,0.130224151,0.143302125,0.143302125,0.143302125,0.013077973,chr4,77038244,77038245,14,+,ENSG00000138758.12,SEPTIN11,UTR3
PVR_ENSG00000073008.16,PAS17717_AATAAA_0.45,0.741730161,NA,PVR_ENSG00000073008.16,0.080852252,1,0.776145771,0.901754691,PVR_ENSG00000073008.16,0.159023114,0.159023114,0.159023114,0.166818877,0.166818877,0.166818877,0.007795763,chr19,44666157,44666158,140,+,ENSG00000073008.16,PVR,UTR3
SUMO3_ENSG00000184900.16,PAS19191_ATTAAA_0.05,0.034147114,1,SUMO3_ENSG00000184900.16,0.080890399,1,0.776094376,0.901754691,SUMO3_ENSG00000184900.16,0.185449019,0.185449019,0.185449019,0.178532675,0.178532675,0.178532675,-0.006916344,chr21,44805861,44805862,46,-,ENSG00000184900.16,SUMO3,UTR3
PCNP_ENSG00000081154.12,PAS3657_APA_0.1,0.63789668,NA,PCNP_ENSG00000081154.12,0.080915563,1,0.776060481,0.901754691,PCNP_ENSG00000081154.12,0.031457825,0.031457825,0.031457825,0.03456545,0.03456545,0.03456545,0.003107625,chr3,101593251,101593252,12,+,ENSG00000081154.12,PCNP,UTR3
