gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ctrl_SDMAi_ADMAi_1,ctrl_SDMAi_ADMAi_2,ctrl_SDMAi_ADMAi_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
SPRYD3_ENSG00000167778.9,PAS12772_APA_0.2,0.962304383,NA,SPRYD3_ENSG00000167778.9,0.011000865,1,0.916467055,0.96668493,SPRYD3_ENSG00000167778.9,0.68646008,0.68646008,0.68646008,0.692948501,0.692948501,0.692948501,0.006488421,chr12,53064613,53064614,15,-,ENSG00000167778.9,SPRYD3,UTR3
COX16_ENSG00000133983.16,PAS14092_AATAAA_0.3,0.677456932,NA,COX16_ENSG00000133983.16,0.010997063,1,0.916481437,0.96668493,COX16_ENSG00000133983.16,0.271110132,0.271110132,0.271110132,0.266405742,0.266405742,0.266405742,-0.00470439,chr14,70326276,70326277,58,-,ENSG00000133983.16,COX16,UTR3
TMED5_ENSG00000117500.13,PAS1458_AATAAA_0.3,0.302765023,NA,TMED5_ENSG00000117500.13,0.01096606,1,0.916598818,0.96668493,TMED5_ENSG00000117500.13,0.217378637,0.217378637,0.217378637,0.221661801,0.221661801,0.221661801,0.004283165,chr1,93154351,93154352,21,-,ENSG00000117500.13,TMED5,UTR3
MRPS25_ENSG00000131368.9,PAS4032_ATTAAA_0.4,0.037698988,1,MRPS25_ENSG00000131368.9,0.010971619,1,0.91657776,0.96668493,MRPS25_ENSG00000131368.9,0.195066983,0.195066983,0.195066983,0.20035559,0.20035559,0.20035559,0.005288607,chr3,15048537,15048538,21,-,ENSG00000131368.9,MRPS25,UTR3
CALCOCO2_ENSG00000136436.15,PAS16127_AATAAA_0.15,0.983652503,NA,CALCOCO2_ENSG00000136436.15,0.010840036,1,0.917077694,0.966819306,CALCOCO2_ENSG00000136436.15,0.723551172,0.723551172,0.723551172,0.726807199,0.726807199,0.726807199,0.003256027,chr17,48863877,48863878,78,+,ENSG00000136436.15,CALCOCO2,UTR3
CLTC_ENSG00000141367.13,PAS16190_APA_0.35,0.707765219,NA,CLTC_ENSG00000141367.13,0.010670992,1,0.917724485,0.966819306,CLTC_ENSG00000141367.13,0.015658671,0.015658671,0.015658671,0.015053468,0.015053468,0.015053468,-6.05E-04,chr17,59694012,59694013,32,+,ENSG00000141367.13,CLTC,UTR3
TTC7A_ENSG00000068724.18,PAS2176_APA_0.1,0.963074851,NA,TTC7A_ENSG00000068724.18,0.01066168,1,0.917760263,0.966819306,TTC7A_ENSG00000068724.18,0.686288954,0.686288954,0.686288954,0.697747485,0.697747485,0.697747485,0.011458531,chr2,47074047,47074048,39,+,ENSG00000068724.18,TTC7A,UTR3
TTC7A_ENSG00000068724.18,PAS2177_AATAAA_0.25,0.963074851,NA,TTC7A_ENSG00000068724.18,0.01066168,1,0.917760263,0.966819306,TTC7A_ENSG00000068724.18,0.313711046,0.313711046,0.313711046,0.302252515,0.302252515,0.302252515,-0.011458531,chr2,47075551,47075552,12,+,ENSG00000068724.18,TTC7A,UTR3
KPNA1_ENSG00000114030.13,PAS4350_APA_0.05,0.489811876,NA,KPNA1_ENSG00000114030.13,0.010847359,1,0.917049793,0.966819306,KPNA1_ENSG00000114030.13,0.153645399,0.153645399,0.153645399,0.15712213,0.15712213,0.15712213,0.003476731,chr3,122424824,122424825,16,-,ENSG00000114030.13,KPNA1,UTR3
SPCS3_ENSG00000129128.13,PAS4966_AATAAA_0.2,0.686811498,NA,SPCS3_ENSG00000129128.13,0.010803505,1,0.917217034,0.966819306,SPCS3_ENSG00000129128.13,0.562532365,0.562532365,0.562532365,0.558411984,0.558411984,0.558411984,-0.00412038,chr4,176332242,176332243,74,+,ENSG00000129128.13,SPCS3,UTR3
EXOC2_ENSG00000112685.14,PAS6848_AATAAA_0.35,0.963074851,NA,EXOC2_ENSG00000112685.14,0.01069447,1,0.917634344,0.966819306,EXOC2_ENSG00000112685.14,0.489590891,0.489590891,0.489590891,0.496703046,0.496703046,0.496703046,0.007112155,chr6,485155,485156,22,-,ENSG00000112685.14,EXOC2,UTR3
EXOC2_ENSG00000112685.14,PAS6849_ATTAAA_0.2,0.963074851,NA,EXOC2_ENSG00000112685.14,0.01069447,1,0.917634344,0.966819306,EXOC2_ENSG00000112685.14,0.510409109,0.510409109,0.510409109,0.503296954,0.503296954,0.503296954,-0.007112155,chr6,486102,486103,43,-,ENSG00000112685.14,EXOC2,UTR3
TSEN15_ENSG00000198860.14,PAS770_APA_0.2,0.840617078,NA,TSEN15_ENSG00000198860.14,0.010735966,1,0.917475274,0.966819306,TSEN15_ENSG00000198860.14,0.025577861,0.025577861,0.025577861,0.024142721,0.024142721,0.024142721,-0.001435139,chr1,184073343,184073344,12,+,ENSG00000198860.14,TSEN15,UTR3
CCNY_ENSG00000108100.18,PAS9950_ATTAAA_0.3,0.005032097,1,CCNY_ENSG00000108100.18,0.01053395,1,0.918252636,0.967216915,CCNY_ENSG00000108100.18,0.04992458,0.04992458,0.04992458,0.05127697,0.05127697,0.05127697,0.00135239,chr10,35571792,35571793,17,+,ENSG00000108100.18,CCNY,UTR3
SMCHD1_ENSG00000101596.17,PAS16994_AATAAA_0.35,0.9638306,NA,SMCHD1_ENSG00000101596.17,0.010331227,1,0.919040331,0.967441129,SMCHD1_ENSG00000101596.17,0.538824195,0.538824195,0.538824195,0.531639738,0.531639738,0.531639738,-0.007184457,chr18,2803606,2803607,54,+,ENSG00000101596.17,SMCHD1,UTR3
SMCHD1_ENSG00000101596.17,PAS16995_AATAAA_0.2,0.9638306,NA,SMCHD1_ENSG00000101596.17,0.010331227,1,0.919040331,0.967441129,SMCHD1_ENSG00000101596.17,0.461175805,0.461175805,0.461175805,0.468360262,0.468360262,0.468360262,0.007184457,chr18,2805015,2805016,23,+,ENSG00000101596.17,SMCHD1,UTR3
NUCKS1_ENSG00000069275.13,PAS1859_APA_0.15,0.728064241,NA,NUCKS1_ENSG00000069275.13,0.010331926,1,0.919037601,0.967441129,NUCKS1_ENSG00000069275.13,0.335527258,0.335527258,0.335527258,0.338370317,0.338370317,0.338370317,0.002843059,chr1,205713193,205713194,173,-,ENSG00000069275.13,NUCKS1,UTR3
TAB3_ENSG00000157625.16,PAS19932_ATTAAA_0.15,0.9638306,NA,TAB3_ENSG00000157625.16,0.010357927,1,0.918936143,0.967441129,TAB3_ENSG00000157625.16,0.729513507,0.729513507,0.729513507,0.73928336,0.73928336,0.73928336,0.009769853,chrX,30827602,30827603,11,-,ENSG00000157625.16,TAB3,UTR3
TAB3_ENSG00000157625.16,PAS19933_AATAAA_0.2,0.9638306,NA,TAB3_ENSG00000157625.16,0.010357927,1,0.918936143,0.967441129,TAB3_ENSG00000157625.16,0.270486493,0.270486493,0.270486493,0.26071664,0.26071664,0.26071664,-0.009769853,chrX,30827931,30827932,14,-,ENSG00000157625.16,TAB3,UTR3
RPL36_ENSG00000130255.13,PAS17366_AATAAA_0.1,0.963917232,NA,RPL36_ENSG00000130255.13,0.010238583,1,0.919402902,0.967580718,RPL36_ENSG00000130255.13,0.984519143,0.984519143,0.984519143,0.984767708,0.984767708,0.984767708,2.49E-04,chr19,5691664,5691665,9190,+,ENSG00000130255.13,RPL36,UTR3
RPL36_ENSG00000130255.13,PAS17367_ATTAAA_0.25,0.963917232,NA,RPL36_ENSG00000130255.13,0.010238583,1,0.919402902,0.967580718,RPL36_ENSG00000130255.13,0.015480857,0.015480857,0.015480857,0.015232292,0.015232292,0.015232292,-2.49E-04,chr19,5691873,5691874,100,+,ENSG00000130255.13,RPL36,UTR3
CHORDC1_ENSG00000110172.12,PAS11756_APA_0.25,0.89662165,NA,CHORDC1_ENSG00000110172.12,0.010170857,1,0.919669006,0.967739738,CHORDC1_ENSG00000110172.12,0.093136657,0.093136657,0.093136657,0.086358944,0.086358944,0.086358944,-0.006777713,chr11,90202016,90202017,14,-,ENSG00000110172.12,CHORDC1,UTR3
SMURF1_ENSG00000198742.10,PAS8010_AATAAA_0.15,0.964156653,NA,SMURF1_ENSG00000198742.10,0.010109388,1,0.9199113,0.967752668,SMURF1_ENSG00000198742.10,0.556592043,0.556592043,0.556592043,0.547381511,0.547381511,0.547381511,-0.009210532,chr7,99027440,99027441,24,-,ENSG00000198742.10,SMURF1,UTR3
SMURF1_ENSG00000198742.10,PAS8011_None_0.2,0.964156653,NA,SMURF1_ENSG00000198742.10,0.010109388,1,0.9199113,0.967752668,SMURF1_ENSG00000198742.10,0.443407957,0.443407957,0.443407957,0.452618489,0.452618489,0.452618489,0.009210532,chr7,99030307,99030308,10,-,ENSG00000198742.10,SMURF1,UTR3
MED10_ENSG00000133398.4,PAS5900_AATAAA_0.25,0.964563204,NA,MED10_ENSG00000133398.4,0.009940882,1,0.920579346,0.968213373,MED10_ENSG00000133398.4,0.606247106,0.606247106,0.606247106,0.609910752,0.609910752,0.609910752,0.003663647,chr5,6371926,6371927,309,-,ENSG00000133398.4,MED10,UTR3
MED10_ENSG00000133398.4,PAS5901_ATTAAA_0.25,0.964563204,NA,MED10_ENSG00000133398.4,0.009940882,1,0.920579346,0.968213373,MED10_ENSG00000133398.4,0.393752894,0.393752894,0.393752894,0.390089248,0.390089248,0.390089248,-0.003663647,chr5,6372161,6372162,61,-,ENSG00000133398.4,MED10,UTR3
PPFIBP1_ENSG00000110841.14,PAS12004_APA_0.1,0.36784508,NA,PPFIBP1_ENSG00000110841.14,0.009738009,1,0.921391278,0.96826102,PPFIBP1_ENSG00000110841.14,0.041523776,0.041523776,0.041523776,0.044121045,0.044121045,0.044121045,0.002597268,chr12,27693344,27693345,18,+,ENSG00000110841.14,PPFIBP1,UTR3
CTDSP2_ENSG00000175215.11,PAS12842_AATAAA_0.3,0.964642039,NA,CTDSP2_ENSG00000175215.11,0.009669801,1,0.921666171,0.96826102,CTDSP2_ENSG00000175215.11,0.92277182,0.92277182,0.92277182,0.921098656,0.921098656,0.921098656,-0.001673164,chr12,57819928,57819929,206,-,ENSG00000175215.11,CTDSP2,UTR3
CTDSP2_ENSG00000175215.11,PAS12843_None_0.15,0.964642039,NA,CTDSP2_ENSG00000175215.11,0.009669801,1,0.921666171,0.96826102,CTDSP2_ENSG00000175215.11,0.07722818,0.07722818,0.07722818,0.078901344,0.078901344,0.078901344,0.001673164,chr12,57822802,57822803,57,-,ENSG00000175215.11,CTDSP2,UTR3
CUL4B_ENSG00000158290.19,PAS20085_AATAAA_0.3,0.998696137,NA,CUL4B_ENSG00000158290.19,0.009714499,1,0.921485918,0.96826102,CUL4B_ENSG00000158290.19,0.442817619,0.442817619,0.442817619,0.436577454,0.436577454,0.436577454,-0.006240165,chrX,120524611,120524612,22,-,ENSG00000158290.19,CUL4B,UTR3
TP73_ENSG00000078900.15,PAS33_APA_0.15,0.964642039,NA,TP73_ENSG00000078900.15,0.009642794,1,0.921775286,0.96826102,TP73_ENSG00000078900.15,0.446256599,0.446256599,0.446256599,0.459562136,0.459562136,0.459562136,0.013305537,chr1,3733903,3733904,17,+,ENSG00000078900.15,TP73,UTR3
TP73_ENSG00000078900.15,PAS34_AATAAA_0.25,0.964642039,NA,TP73_ENSG00000078900.15,0.009642794,1,0.921775286,0.96826102,TP73_ENSG00000078900.15,0.553743401,0.553743401,0.553743401,0.540437864,0.540437864,0.540437864,-0.013305537,chr1,3736199,3736200,39,+,ENSG00000078900.15,TP73,UTR3
ADGRL2_ENSG00000117114.21,PAS408_AATAAA_0.45,0.964642039,NA,ADGRL2_ENSG00000117114.21,0.009689515,1,0.921586618,0.96826102,ADGRL2_ENSG00000117114.21,0.495000729,0.495000729,0.495000729,0.487967414,0.487967414,0.487967414,-0.007033315,chr1,81991811,81991813,14,+,ENSG00000117114.21,ADGRL2,UTR3
ADGRL2_ENSG00000117114.21,PAS409_AATAAA_0.3,0.964642039,NA,ADGRL2_ENSG00000117114.21,0.009689515,1,0.921586618,0.96826102,ADGRL2_ENSG00000117114.21,0.504999271,0.504999271,0.504999271,0.512032586,0.512032586,0.512032586,0.007033315,chr1,81992421,81992422,59,+,ENSG00000117114.21,ADGRL2,UTR3
PDIA4_ENSG00000155660.11,PAS8125_AATAAA_0.45,0.964642039,NA,PDIA4_ENSG00000155660.11,0.009700067,1,0.92154407,0.96826102,PDIA4_ENSG00000155660.11,0.216643503,0.216643503,0.216643503,0.209802025,0.209802025,0.209802025,-0.006841478,chr7,149003063,149003064,15,-,ENSG00000155660.11,PDIA4,UTR3
PDIA4_ENSG00000155660.11,PAS8126_None_0.1,0.964642039,NA,PDIA4_ENSG00000155660.11,0.009700067,1,0.92154407,0.96826102,PDIA4_ENSG00000155660.11,0.783356497,0.783356497,0.783356497,0.790197975,0.790197975,0.790197975,0.006841478,chr7,149003442,149003443,58,-,ENSG00000155660.11,PDIA4,UTR3
IKBKB_ENSG00000104365.16,PAS8283_ATTAAA_0.4,0.28673298,NA,IKBKB_ENSG00000104365.16,0.009598787,1,0.921953415,0.968327257,IKBKB_ENSG00000104365.16,0.258993646,0.258993646,0.258993646,0.255245064,0.255245064,0.255245064,-0.003748583,chr8,42331903,42331904,40,+,ENSG00000104365.16,IKBKB,UTR3
ANAPC16_ENSG00000166295.9,PAS10038_APA_0.2,0.849747761,NA,ANAPC16_ENSG00000166295.9,0.00934052,1,0.923007235,0.969313101,ANAPC16_ENSG00000166295.9,0.399307627,0.399307627,0.399307627,0.40223241,0.40223241,0.40223241,0.002924783,chr10,72233293,72233294,198,+,ENSG00000166295.9,ANAPC16,UTR3
PSMF1_ENSG00000125818.18,PAS18472_APA_0.15,0.966480467,NA,PSMF1_ENSG00000125818.18,0.009145509,1,0.923812727,0.969916918,PSMF1_ENSG00000125818.18,0.828487849,0.828487849,0.828487849,0.826507422,0.826507422,0.826507422,-0.001980427,chr20,1165475,1165476,645,+,ENSG00000125818.18,PSMF1,UTR3
PSMF1_ENSG00000125818.18,PAS18474_AATAAA_0.1,0.966480467,NA,PSMF1_ENSG00000125818.18,0.009145509,1,0.923812727,0.969916918,PSMF1_ENSG00000125818.18,0.171512151,0.171512151,0.171512151,0.173492578,0.173492578,0.173492578,0.001980427,chr20,1167319,1167320,86,+,ENSG00000125818.18,PSMF1,UTR3
PDCD4_ENSG00000150593.18,PAS10232_AATAAA_0.45,0.909074975,NA,PDCD4_ENSG00000150593.18,0.008845837,1,0.925067604,0.969937892,PDCD4_ENSG00000150593.18,0.197226387,0.197226387,0.197226387,0.195214225,0.195214225,0.195214225,-0.002012162,chr10,110900004,110900005,75,+,ENSG00000150593.18,PDCD4,UTR3
UBE2N_ENSG00000177889.10,PAS12932_ATTAAA_0.2,0.476982553,NA,UBE2N_ENSG00000177889.10,0.008990776,1,0.924458038,0.969937892,UBE2N_ENSG00000177889.10,0.08479656,0.08479656,0.08479656,0.086893505,0.086893505,0.086893505,0.002096945,chr12,93409888,93409889,35,-,ENSG00000177889.10,UBE2N,UTR3
VMP1_ENSG00000062716.13,PAS16194_AATAAA_0.25,0.012095123,1,VMP1_ENSG00000062716.13,0.008715506,1,0.925620049,0.969937892,VMP1_ENSG00000062716.13,0.024944249,0.024944249,0.024944249,0.02420636,0.02420636,0.02420636,-7.38E-04,chr17,59841088,59841089,17,+,ENSG00000062716.13,VMP1,UTR3
FZR1_ENSG00000105325.15,PAS17342_ATTAAA_0.3,0.013489541,1,FZR1_ENSG00000105325.15,0.008797827,1,0.925270628,0.969937892,FZR1_ENSG00000105325.15,0.27053992,0.27053992,0.27053992,0.266560065,0.266560065,0.266560065,-0.003979855,chr19,3535003,3535004,98,+,ENSG00000105325.15,FZR1,UTR3
PSMD8_ENSG00000099341.13,PAS17636_AATAAA_0.1,0.966500912,NA,PSMD8_ENSG00000099341.13,0.00879905,1,0.925265447,0.969937892,PSMD8_ENSG00000099341.13,0.787676576,0.787676576,0.787676576,0.789288629,0.789288629,0.789288629,0.001612053,chr19,38383473,38383474,1302,+,ENSG00000099341.13,PSMD8,UTR3
PSMD8_ENSG00000099341.13,PAS17637_AATAAA_0.4,0.966500912,NA,PSMD8_ENSG00000099341.13,0.00879905,1,0.925265447,0.969937892,PSMD8_ENSG00000099341.13,0.212323424,0.212323424,0.212323424,0.210711371,0.210711371,0.210711371,-0.001612053,chr19,38383822,38383823,197,+,ENSG00000099341.13,PSMD8,UTR3
GPD2_ENSG00000115159.16,PAS2459_AATAAA_0.2,0.966500912,NA,GPD2_ENSG00000115159.16,0.008757272,1,0.925442564,0.969937892,GPD2_ENSG00000115159.16,0.765824458,0.765824458,0.765824458,0.758840887,0.758840887,0.758840887,-0.006983571,chr2,156586153,156586154,55,+,ENSG00000115159.16,GPD2,UTR3
GPD2_ENSG00000115159.16,PAS2460_APA_0.15,0.966500912,NA,GPD2_ENSG00000115159.16,0.008757272,1,0.925442564,0.969937892,GPD2_ENSG00000115159.16,0.234175542,0.234175542,0.234175542,0.241159113,0.241159113,0.241159113,0.006983571,chr2,156586401,156586402,10,+,ENSG00000115159.16,GPD2,UTR3
SOS1_ENSG00000115904.15,PAS2858_AATAAA_0.35,0.966500912,NA,SOS1_ENSG00000115904.15,0.008913105,1,0.924784075,0.969937892,SOS1_ENSG00000115904.15,0.641403828,0.641403828,0.641403828,0.634131148,0.634131148,0.634131148,-0.00727268,chr2,38981561,38981562,25,-,ENSG00000115904.15,SOS1,UTR3
SOS1_ENSG00000115904.15,PAS2859_ATTAAA_0.3,0.966500912,NA,SOS1_ENSG00000115904.15,0.008913105,1,0.924784075,0.969937892,SOS1_ENSG00000115904.15,0.358596172,0.358596172,0.358596172,0.365868852,0.365868852,0.365868852,0.00727268,chr2,38984697,38984698,34,-,ENSG00000115904.15,SOS1,UTR3
ORC2_ENSG00000115942.9,PAS3256_AATAAA_0.2,0.236648432,NA,ORC2_ENSG00000115942.9,0.008702147,1,0.925676912,0.969937892,ORC2_ENSG00000115942.9,0.202259848,0.202259848,0.202259848,0.197357148,0.197357148,0.197357148,-0.0049027,chr2,200910171,200910172,13,-,ENSG00000115942.9,ORC2,UTR3
PLXNA1_ENSG00000114554.12,PAS3718_None_0.2,0.966500912,NA,PLXNA1_ENSG00000114554.12,0.008889599,1,0.924883028,0.969937892,PLXNA1_ENSG00000114554.12,0.116571463,0.116571463,0.116571463,0.119354095,0.119354095,0.119354095,0.002782632,chr3,127035578,127035579,24,+,ENSG00000114554.12,PLXNA1,UTR3
PLXNA1_ENSG00000114554.12,PAS3719_AATAAA_0.25,0.966500912,NA,PLXNA1_ENSG00000114554.12,0.008889599,1,0.924883028,0.969937892,PLXNA1_ENSG00000114554.12,0.883428537,0.883428537,0.883428537,0.880645905,0.880645905,0.880645905,-0.002782632,chr3,127037384,127037385,127,+,ENSG00000114554.12,PLXNA1,UTR3
ATP11B_ENSG00000058063.16,PAS3896_AATAAA_0.45,0.966500912,NA,ATP11B_ENSG00000058063.16,0.008739847,1,0.925516557,0.969937892,ATP11B_ENSG00000058063.16,0.593344082,0.593344082,0.593344082,0.586113556,0.586113556,0.586113556,-0.007230526,chr3,182919055,182919056,59,+,ENSG00000058063.16,ATP11B,UTR3
ATP11B_ENSG00000058063.16,PAS3897_AATAAA_0.35,0.966500912,NA,ATP11B_ENSG00000058063.16,0.008739847,1,0.925516557,0.969937892,ATP11B_ENSG00000058063.16,0.406655918,0.406655918,0.406655918,0.413886444,0.413886444,0.413886444,0.007230526,chr3,182921625,182921626,14,+,ENSG00000058063.16,ATP11B,UTR3
SH3BP2_ENSG00000087266.17,PAS4665_AATAAA_0.25,0.707765219,NA,SH3BP2_ENSG00000087266.17,0.009000974,1,0.924415337,0.969937892,SH3BP2_ENSG00000087266.17,0.496317563,0.496317563,0.496317563,0.503855775,0.503855775,0.503855775,0.007538211,chr4,2837039,2837040,61,+,ENSG00000087266.17,SH3BP2,UTR3
CHCHD1_ENSG00000172586.8,PAS10051_AATAAA_0.1,0.966733733,NA,CHCHD1_ENSG00000172586.8,0.008425925,1,0.926862635,0.970093169,CHCHD1_ENSG00000172586.8,0.954683272,0.954683272,0.954683272,0.956348956,0.956348956,0.956348956,0.001665685,chr10,73783370,73783371,533,+,ENSG00000172586.8,CHCHD1,UTR3
CHCHD1_ENSG00000172586.8,PAS10052_AATAAA_0.25,0.966733733,NA,CHCHD1_ENSG00000172586.8,0.008425925,1,0.926862635,0.970093169,CHCHD1_ENSG00000172586.8,0.045316728,0.045316728,0.045316728,0.043651044,0.043651044,0.043651044,-0.001665685,chr10,73783650,73783651,14,+,ENSG00000172586.8,CHCHD1,UTR3
ATP6V1D_ENSG00000100554.12,PAS14067_APA_0.2,0.966733733,NA,ATP6V1D_ENSG00000100554.12,0.008584841,1,0.926178111,0.970093169,ATP6V1D_ENSG00000100554.12,0.642005755,0.642005755,0.642005755,0.645765782,0.645765782,0.645765782,0.003760027,chr14,67338072,67338073,271,-,ENSG00000100554.12,ATP6V1D,UTR3
ATP6V1D_ENSG00000100554.12,PAS14068_None_0.25,0.966733733,NA,ATP6V1D_ENSG00000100554.12,0.008584841,1,0.926178111,0.970093169,ATP6V1D_ENSG00000100554.12,0.357994245,0.357994245,0.357994245,0.354234218,0.354234218,0.354234218,-0.003760027,chr14,67338572,67338573,106,-,ENSG00000100554.12,ATP6V1D,UTR3
ZBTB7A_ENSG00000178951.9,PAS17970_AATAAA_0.45,5.53E-04,1,ZBTB7A_ENSG00000178951.9,0.008485819,1,0.926603887,0.970093169,ZBTB7A_ENSG00000178951.9,0.478541713,0.478541713,0.478541713,0.477343486,0.477343486,0.477343486,-0.001198227,chr19,4046607,4046608,30,-,ENSG00000178951.9,ZBTB7A,UTR3
IP6K2_ENSG00000068745.15,PAS4146_APA_0.2,0.966733733,NA,IP6K2_ENSG00000068745.15,0.008443447,1,0.926786841,0.970093169,IP6K2_ENSG00000068745.15,0.910780446,0.910780446,0.910780446,0.913004196,0.913004196,0.913004196,0.00222375,chr3,48688003,48688004,161,-,ENSG00000068745.15,IP6K2,UTR3
IP6K2_ENSG00000068745.15,PAS4147_AATAAA_0.35,0.966733733,NA,IP6K2_ENSG00000068745.15,0.008443447,1,0.926786841,0.970093169,IP6K2_ENSG00000068745.15,0.089219554,0.089219554,0.089219554,0.086995804,0.086995804,0.086995804,-0.00222375,chr3,48693452,48693453,20,-,ENSG00000068745.15,IP6K2,UTR3
RPL7_ENSG00000147604.14,PAS8732_APA_0.05,0.966733733,NA,RPL7_ENSG00000147604.14,0.008455097,1,0.926736492,0.970093169,RPL7_ENSG00000147604.14,0.270292615,0.270292615,0.270292615,0.275080978,0.275080978,0.275080978,0.004788363,chr8,73290262,73290263,16,-,ENSG00000147604.14,RPL7,UTR3
RPL7_ENSG00000147604.14,PAS8733_AATAAA_0.15,0.966733733,NA,RPL7_ENSG00000147604.14,0.008455097,1,0.926736492,0.970093169,RPL7_ENSG00000147604.14,0.729707385,0.729707385,0.729707385,0.724919022,0.724919022,0.724919022,-0.004788363,chr8,73290637,73290638,95,-,ENSG00000147604.14,RPL7,UTR3
CCAR1_ENSG00000060339.14,PAS10005_APA_0.3,0.746404304,NA,CCAR1_ENSG00000060339.14,0.008017068,1,0.92865429,0.970288329,CCAR1_ENSG00000060339.14,0.210596513,0.210596513,0.210596513,0.208583424,0.208583424,0.208583424,-0.00201309,chr10,68761189,68761190,13,+,ENSG00000060339.14,CCAR1,UTR3
DFFA_ENSG00000160049.12,PAS1083_None_0.05,0.02094157,1,DFFA_ENSG00000160049.12,0.008256936,1,0.92759773,0.970288329,DFFA_ENSG00000160049.12,0.225953171,0.225953171,0.225953171,0.223724208,0.223724208,0.223724208,-0.002228963,chr1,10457667,10457668,15,-,ENSG00000160049.12,DFFA,UTR3
CPSF6_ENSG00000111605.18,PAS12229_AATAAA_0.2,0.357082774,NA,CPSF6_ENSG00000111605.18,0.00801219,1,0.928675943,0.970288329,CPSF6_ENSG00000111605.18,0.450169855,0.450169855,0.450169855,0.447558808,0.447558808,0.447558808,-0.002611047,chr12,69269938,69269939,224,+,ENSG00000111605.18,CPSF6,UTR3
OSBPL8_ENSG00000091039.17,PAS12900_AATAAA_0.35,0.967094632,NA,OSBPL8_ENSG00000091039.17,0.00796315,1,0.928893973,0.970288329,OSBPL8_ENSG00000091039.17,0.89947949,0.89947949,0.89947949,0.896320335,0.896320335,0.896320335,-0.003159155,chr12,76351799,76351800,126,-,ENSG00000091039.17,OSBPL8,UTR3
OSBPL8_ENSG00000091039.17,PAS12901_AATAAA_0.2,0.967094632,NA,OSBPL8_ENSG00000091039.17,0.00796315,1,0.928893973,0.970288329,OSBPL8_ENSG00000091039.17,0.10052051,0.10052051,0.10052051,0.103679665,0.103679665,0.103679665,0.003159155,chr12,76355607,76355608,14,-,ENSG00000091039.17,OSBPL8,UTR3
ZZZ3_ENSG00000036549.13,PAS1413_AATAAA_0.3,0.967038444,NA,ZZZ3_ENSG00000036549.13,0.008038525,1,0.928559133,0.970288329,ZZZ3_ENSG00000036549.13,0.227288731,0.227288731,0.227288731,0.233275213,0.233275213,0.233275213,0.005986482,chr1,77562477,77562478,10,-,ENSG00000036549.13,ZZZ3,UTR3
ZZZ3_ENSG00000036549.13,PAS1414_AATAAA_0.25,0.967038444,NA,ZZZ3_ENSG00000036549.13,0.008038525,1,0.928559133,0.970288329,ZZZ3_ENSG00000036549.13,0.772711269,0.772711269,0.772711269,0.766724787,0.766724787,0.766724787,-0.005986482,chr1,77564505,77564506,56,-,ENSG00000036549.13,ZZZ3,UTR3
KRT222_ENSG00000213424.9,PAS16625_AATAAA_0.35,0.967038444,NA,KRT222_ENSG00000213424.9,0.008079445,1,0.92837802,0.970288329,KRT222_ENSG00000213424.9,0.142428401,0.142428401,0.142428401,0.147286203,0.147286203,0.147286203,0.004857802,chr17,40654666,40654667,11,-,ENSG00000213424.9,KRT222,UTR3
KRT222_ENSG00000213424.9,PAS16626_AATAAA_0.45,0.967038444,NA,KRT222_ENSG00000213424.9,0.008079445,1,0.92837802,0.970288329,KRT222_ENSG00000213424.9,0.857571599,0.857571599,0.857571599,0.852713797,0.852713797,0.852713797,-0.004857802,chr17,40656231,40656232,47,-,ENSG00000213424.9,KRT222,UTR3
GLMP_ENSG00000198715.13,PAS1685_APA_0.3,0.967038444,NA,GLMP_ENSG00000198715.13,0.008228404,1,0.927722586,0.970288329,GLMP_ENSG00000198715.13,0.154253566,0.154253566,0.154253566,0.158451106,0.158451106,0.158451106,0.004197541,chr1,156290114,156290115,15,-,ENSG00000198715.13,GLMP,UTR3
GLMP_ENSG00000198715.13,PAS1686_APA_0.1,0.967038444,NA,GLMP_ENSG00000198715.13,0.008228404,1,0.927722586,0.970288329,GLMP_ENSG00000198715.13,0.845746434,0.845746434,0.845746434,0.841548894,0.841548894,0.841548894,-0.004197541,chr1,156292687,156292688,138,-,ENSG00000198715.13,GLMP,UTR3
RLIM_ENSG00000131263.13,PAS20015_ATTAAA_0.4,0.794669425,NA,RLIM_ENSG00000131263.13,0.008019349,1,0.928644169,0.970288329,RLIM_ENSG00000131263.13,0.107335613,0.107335613,0.107335613,0.104630691,0.104630691,0.104630691,-0.002704922,chrX,74590668,74590669,10,-,ENSG00000131263.13,RLIM,UTR3
GFPT1_ENSG00000198380.13,PAS2950_AATAAA_0.4,0.51059503,NA,GFPT1_ENSG00000198380.13,0.008014119,1,0.928667377,0.970288329,GFPT1_ENSG00000198380.13,0.277261421,0.277261421,0.277261421,0.275269263,0.275269263,0.275269263,-0.001992158,chr2,69319781,69319782,140,-,ENSG00000198380.13,GFPT1,UTR3
