unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev,category,Location,Effect
POMT2_AATAAA_chr14_start_77274957_end_77274958,POMT2,chr14,77274957,77274958,-,-0.090583883,0.155512584,-0.19707551,0.485469941,0.394209115,0.336245057,0.214580507,0.467030433,0.416308084,0.416541023,0.416663654,0.304617124,0.367631213,0.320402744,0.282445904,0.278011559,0.325724201,0.572053607,0.219588144,0.790087065,0.761840328,0.6566478,0.497026411,0.745041992,11,11,11,69,69,69,69,105,0.53676017,0.178412118,0.006642777,4.82e-20,7.98e-11,2.7e-9,1.86e-4,1.05e-5,NA,NA,0,0,0,0,0,0,1.231053145,3.91974485,8.515954507,89.24380376,46.37534629,39.9258856,17.70897722,23.23634896,1,1,1,1,1,1,1,1,0.267202324,0.047722123,0.003520462,3.4900000000000005e-21,9.76e-12,2.64e-10,2.57e-5,1.43e-6,0.568533109,0.204370416,0.007602767,7.62e-20,1.16e-10,3.93e-9,2.57e-4,1.48e-5,PRMT_regulated,distal,lengthening
POU6F1_AATAAA_chr12_start_51189184_end_51189185,POU6F1,chr12,51189184,51189185,-,-0.002710197,-0.132917593,0.100017341,-0.580414141,-0.279468566,-0.121412031,NA,-0.404249472,0.790666864,0.787787078,0.798188576,0.737852591,0.568775261,0.621533114,NA,0.756665474,0.787956667,0.654869485,0.898205917,0.15743845,0.289306695,0.500121083,NA,0.352416003,36,36,36,16,16,16,NA,20,0.989173591,0.431742666,0.114302938,1.23e-5,0.051943321,0.447442107,NA,0.127224526,NA,NA,NA,0,NA,NA,NA,NA,0.001016184,1.69475082,3.049353904,21.42171077,4.833584271,0.956393372,NA,3.338502244,1,1,1,1,1,1,NA,1,0.974569633,0.192975889,0.080769269,3.69e-6,0.027910548,0.328097241,NA,0.067676186,0.993851398,0.467492921,0.123471352,1.68e-5,0.060738117,0.478748661,NA,0.148205942,PRMT_regulated,proximal,lengthening
PPHLN1_AATAAA_chr12_start_42448615_end_42448616,PPHLN1,chr12,42448615,42448616,+,0.077571838,-0.010683078,-0.046027319,0.199496874,0.202036362,0.180143999,0.022263742,0.184808468,0.179322141,0.179527963,0.179642511,0.198386254,0.181738297,0.163603637,0.208387025,0.124722443,0.256893978,0.168844885,0.133615191,0.397883128,0.383774658,0.343747636,0.230650766,0.309530911,49,49,49,136,136,136,136,164,0.361243427,0.136465672,0.034778078,4.08e-7,5.53e-10,7.2e-12,0.251089319,6.07e-7,NA,NA,0.098443162,1.4e-8,6.34e-12,4.04e-14,NA,1.62e-8,3.984475342,0.143321995,3.411724128,34.45300696,49.81398794,60.06423169,0.438345269,36.19895126,1,1,1,1,1,1,1,1,0.0459214,0.705000582,0.064734778,4.37e-9,1.69e-12,9.18e-15,0.507922207,1.78e-9,0.215677248,0.8782014,0.101304746,3.07e-8,2.17e-11,2.38e-13,0.683634528,3.28e-8,PRMT_regulated,distal,lengthening
PPP1R13B_ATTAAA_chr14_start_103733964_end_103733965,PPP1R13B,chr14,103733964,103733965,-,0.016257393,0.03727317,-0.076076177,-0.088505021,-0.149124229,-0.230522351,-0.248873497,NA,0.410548658,0.410232116,0.411507728,0.692011781,0.635855097,0.702088322,0.689801684,NA,0.426806051,0.447505286,0.335431551,0.60350676,0.486730868,0.471565972,0.440928186,NA,18,18,18,37,37,37,37,NA,0.144845819,0.893207589,0.001092683,0.029125628,0.001392274,4.63e-11,5.24e-24,NA,NA,NA,0.629852069,0.524170811,0.021391975,2.04e-6,6.31e-8,NA,0.045831759,0.223540369,0.666765805,1.937038857,8.376636061,26.19163311,33.54818083,NA,1,1,1,1,1,1,1,NA,0.830481917,0.636355475,0.414181472,0.163990411,0.003800753,3.09e-7,6.95e-9,NA,0.932130029,0.83763531,0.499533657,0.241159896,0.011092346,2.9e-6,1.51e-7,NA,PRMT_regulated,distal,shortening
PPP2R2C_AATAAA_chr4_start_6320585_end_6320586,PPP2R2C,chr4,6320585,6320586,-,0.049009919,0.024078735,-0.008764767,0.226114673,0.308205608,0.263313638,0.078996305,0.349203791,0.389573259,0.38925345,0.389423907,0.699359539,0.635762091,0.696627909,0.743719514,0.576171947,0.438583178,0.413332185,0.38065914,0.925474212,0.943967699,0.959941547,0.822715819,0.925375738,68,68,68,90,90,90,90,178,0.785110137,0.91368536,0.948159631,7.7e-7,7.77e-8,2.92e-8,0.34987252,8.05e-4,NA,NA,NA,0,0,0,NA,0,0.267839889,0.051636182,0.00846852,27.11573497,32.27144399,34.99516889,1.590073383,13.996903,1,1,1,1,1,1,1,1,0.604784487,0.820240266,0.926678526,1.92e-7,1.34e-8,3.31e-9,0.20731565,1.83e-4,0.810841108,0.92647986,0.947529072,1.07e-6,1.1e-7,4.2e-8,0.384166186,0.001107128,PRMT_regulated,distal,lengthening
PPP4R3A_AATAAA_chr14_start_91457618_end_91457619,PPP4R3A,chr14,91457618,91457619,-,0.14447652,0.034486506,-0.257588129,0.278072921,0.333435835,0.210972677,0.130598071,0.330026193,0.53103635,0.531074581,0.531405511,0.278709095,0.302540283,0.373437819,0.320914951,0.434546532,0.67551287,0.565561088,0.273817382,0.556782016,0.635976117,0.584410497,0.451513022,0.764572725,147,147,147,190,190,190,190,270,0.105431771,0.763763772,2.55e-5,1.72e-13,5.75e-14,5.02e-6,0.012804801,3.11e-9,NA,NA,0,0,0,0,0,0,5.486840865,0.359236842,19.73094052,58.51797342,61.12195345,24.33181936,8.692051385,40.28540192,1,1,1,1,1,1,1,1,0.019160134,0.548930379,8.91e-6,2.01e-14,5.36e-15,8.11e-7,0.003196007,2.19e-10,0.121454113,0.787328055,3.17e-5,2.54e-13,8.6e-14,7.08e-6,0.016063805,4.78e-9,PRMT_regulated,distal,lengthening
PRDX6_ATTAAA_chr1_start_173488010_end_173488011,PRDX6,chr1,173488010,173488011,+,0.017926139,0.036345472,0.153558469,-0.234253287,-0.197730149,-0.194394829,-0.163955992,-0.227190225,0.738684608,0.73902219,0.738474748,0.61730607,0.633511728,0.630722451,0.622696657,0.665614953,0.756610747,0.775367662,0.892033217,0.383052783,0.435781579,0.436327623,0.458740665,0.438424728,2354,2354,2354,4022,4022,4022,4022,5337,0.533435572,0.046381609,4.599999999999999e-24,3.2899999999999996e-61,6.87e-73,9.57e-41,4.11e-54,5.02e-25,NA,0,0,0,0,0,0,0,1.253344807,7.318509355,107.7750721,280.8241488,335.9619856,187.4853615,252.2073066,115.0974942,1,1,1,1,1,1,1,1,0.262914598,0.0068248,3.0099999999999997e-25,4.97e-63,4.83e-75,1.13e-42,8.579999999999999e-57,7.49e-27,0.564314666,0.05537649,6.79e-24,5.48e-61,1.39e-72,1.65e-40,8.08e-54,7.61e-25,PRMT_regulated,proximal,lengthening
PRMT2_None_chr21_start_46649886_end_46649887,PRMT2,chr21,46649886,46649887,+,0.128564689,0.120787214,0.121897138,-0.294091935,-0.166597298,0.185968707,0.274956587,-0.399131508,0.340463873,0.340204168,0.340814386,0.620675063,0.609287865,0.601993596,0.622185582,0.581521938,0.469028562,0.460991381,0.462711524,0.326583128,0.442690567,0.787962303,0.897142169,0.18239043,161,161,161,376,376,376,376,347,0.027642168,0.023609547,0.014348081,4.97e-20,7.71e-4,1.17e-15,3.39e-21,4.27e-6,0,0,0,1.13e-19,1.26e-4,6.86e-12,2.14e-19,6.87e-8,8.976383513,8.968280902,6.975700372,84.66110317,17.20761482,49.97370478,84.66484207,30.69196967,1,1,1,1,1,1,1,1,0.002734914,0.002747069,0.008262388,3.54e-20,3.35e-5,1.56e-12,3.53e-20,3.02e-8,0.032456018,0.029513076,0.016215652,7.16e-19,1.62e-4,3.1e-11,2.88e-18,4.44e-7,PRMT_regulated,proximal,lengthening
PROSER2_AATAAA_chr10_start_11870871_end_11870872,PROSER2,chr10,11870871,11870872,+,0.007441804,-0.172985885,0.095421083,-0.229477639,-0.196991746,-0.1242973,-0.14982267,-0.156570244,0.850497613,0.850357347,0.850476807,0.783125357,0.740225753,0.729168254,0.812805661,0.802380343,0.857939417,0.677371462,0.94589789,0.553647717,0.543234007,0.604870953,0.662982991,0.645810099,148,148,148,160,160,160,160,275,0.884660135,1.56e-5,2.74e-5,1.68e-12,2.94e-9,1.09e-4,2.37e-6,1.85e-4,NA,0,0,0,0,0,0,0,0.086451813,25.95382079,19.59020664,53.84555608,38.99003784,17.9681817,26.94219064,17.12530406,1,1,1,1,1,1,1,1,0.768737355,3.5e-7,9.6e-6,2.17e-13,4.26e-10,2.25e-5,2.1e-7,3.5e-5,0.896375418,2.08e-5,3.39e-5,2.45e-12,4.19e-9,1.47e-4,3.46e-6,2.55e-4,PRMT_regulated,proximal,lengthening
PRPF38A_ATTAAA_chr1_start_52417019_end_52417020,PRPF38A,chr1,52417019,52417020,+,-0.022827433,-0.152068358,0.064486172,-0.38910014,-0.330274612,-0.24766667,-0.295065956,-0.28822898,0.737196218,0.736751853,0.737180899,0.596294474,0.57579862,0.531053644,0.62602947900000006,0.599568681,0.714368785,0.584683495,0.801667071,0.207194334,0.245524009,0.283386974,0.330963523,0.311339701,747,747,747,858,858,858,858,670,0.906970361,6.39e-4,6.93e-4,1.7499999999999998e-42,4.429999999999999e-31,6.56e-15,2.93e-23,1.53e-5,NA,4.02e-5,0.06508635,3.95e-34,1.07e-27,2.16e-12,8.23e-25,1.22e-5,0.399222887,20.47140367,4.103290953,149.29665,120.2142678,50.87799774,107.9745857,20.70781737,1,1,1,1,1,1,1,1,0.527490863,6.05e-6,0.042799828,2.47e-34,5.68e-28,9.83e-13,2.72e-25,5.35e-6,0.764654441,2.42e-4,0.07010658,1.16e-32,2.29e-26,2.01e-11,3.76e-23,4.86e-5,PRMT_regulated,proximal,lengthening
PRPF4B_AATAAA_chr6_start_4061904_end_4061905,PRPF4B,chr6,4061904,4061905,+,-0.059516476,-0.046999038,-0.056939932,0.339399917,0.381245358,0.244261012,0.1617338,0.411117126,0.180937103,0.180429391,0.180645528,0.302706681,0.266576199,0.277970654,0.308396005,0.362826412,0.121420628,0.133430352,0.123705596,0.642106599,0.647821557,0.522231666,0.470129804,0.773943539,78,78,78,334,334,334,334,348,0.358129778,0.431673832,0.096168379,5.09e-29,2.1099999999999998e-31,5.52e-13,5.14e-10,3.22e-20,NA,NA,NA,3.63e-25,3.75e-29,2.05e-13,3.99e-10,2.69e-21,3.837269407,3.003945872,4.420698988,108.3341636,126.8561568,55.50706682,41.28057295,91.37952453,1,1,1,1,1,1,1,1,0.050125091,0.083061991,0.035505489,2.27e-25,2e-29,9.31e-14,1.32e-10,1.19e-21,0.226696529,0.289201742,0.059196713,6.309999999999999e-24,8.82e-28,2.15e-12,3.99e-9,8.63e-20,PRMT_regulated,proximal,shortening
PRRC2B_AATAAA_chr9_start_131500191_end_131500192,PRRC2B,chr9,131500191,131500192,+,0.054694649,0.098393498,-0.158362536,0.180388032,0.153606184,0.132402577,0.152071136,0.248587981,0.40717946,0.407010013,0.407045819,0.416554698,0.423035321,0.414272771,0.382201966,0.388616511,0.461874109,0.505403511,0.248683283,0.596942729,0.576641505,0.546675348,0.534273102,0.637204492,54,54,54,101,101,101,101,228,0.401399385,0.063585886,3.56e-6,7.51e-13,3.22e-6,3.67e-9,1.22e-9,2.25e-11,NA,NA,3.16e-7,6.95e-13,2.92e-7,2.56e-10,2.45e-11,9.99e-13,3.372975847,9.171131481,26.95674226,52.4797792,27.51603226,41.52850396,46.74259648,52.45677723,1,1,1,1,1,1,1,1,0.066273943,0.002458625,2.08e-7,4.35e-13,1.56e-7,1.16e-10,8.1e-12,4.4e-13,0.262784259,0.027420364,9.35e-7,4.77e-12,1.11e-6,1.82e-9,2.95e-10,1.4e-11,PRMT_regulated,distal,lengthening
PRSS23_ATTAAA_chr11_start_86809174_end_86809175,PRSS23,chr11,86809174,86809175,+,0.033337772,-0.025062317,0.065583883,-0.161599088,-0.199246922,-0.07739168,-0.041666574,-0.246421365,0.897317664,0.898020722,0.898505921,0.932745433,0.955115229,0.909240478,0.929141373,0.893550766,0.930655436,0.872958405,0.964089804,0.771146345,0.755868307,0.831848797,0.887474799,0.647129401,60,60,60,97,97,97,97,68,0.532294702,0.631525828,0.009024893,3.14e-6,4.73e-11,0.016221409,0.264982328,3.16e-4,NA,NA,0,0,0,0,NA,0,1.261088774,0.762299419,7.892478573,24.2493335,47.45844209,7.498600542,2.152398085,15.98949907,1,1,1,1,1,1,1,1,0.261445101,0.382609882,0.004964079,8.46e-7,5.62e-12,0.006174696,0.142347401,6.37e-5,0.562982069,0.66922238,0.010283945,4.26e-6,6.87e-11,0.020107209,0.296596408,4.34e-4,PRMT_regulated,proximal,lengthening
PRTFDC1_APA_chr10_start_24908302_end_24908303,PRTFDC1,chr10,24908302,24908303,-,0.132384299,-0.116411227,0.082933719,0.178861127,0.172347217,0.104949018,0.059360513,0.39007606,0.336575119,0.33576613,0.336072742,0.106233327,0.153601584,0.104239296,0.059644546,0.096205076,0.468959418,0.219354903,0.419006461,0.285094454,0.325948801,0.209188314,0.119005059,0.486281136,45,45,45,49,49,49,49,58,0.185883486,0.222088572,0.274010881,2.65e-4,2.69e-4,0.007061437,0.109799762,0.002386422,NA,NA,NA,0,0,0,NA,0.002842545,4.020954901,3.350854295,1.53640344,15.14878589,15.56108948,9.234405762,4.043092041,11.69818886,1,1,1,1,1,1,1,1,0.044938263,0.067170145,0.215153941,9.94e-5,7.99e-5,0.002375095,0.044352488,6.26e-4,0.212261039,0.2526175,0.289712912,3.46e-4,3.57e-4,0.008913139,0.128733722,0.003164321,PRMT_regulated,proximal,shortening
PSEN1_ATTAAA_chr14_start_73220400_end_73220401,PSEN1,chr14,73220400,73220401,+,-0.043435481,-0.014142082,0.141315352,-0.204141853,-0.109067843,-0.22044292,-0.112939104,-0.231034234,0.778785572,0.778833606,0.778801626,0.720263371,0.651974536,0.731104674,0.697277302,0.839202524,0.735350091,0.764691524,0.920116978,0.516121518,0.542906693,0.510661754,0.584338197,0.608168291,66,66,66,176,176,176,176,204,0.689769102,0.910181776,0.008087964,2.61e-5,0.010410493,1.32e-6,0.047492545,9.09e-4,NA,NA,0,0,0,0,0,0,0.577990551,0.056885271,8.115671153,19.8878734,8.078702354,27.11392882,5.864076661,13.72762253,1,1,1,1,1,1,1,1,0.44710104,0.811488404,0.004388422,8.21e-6,0.004478851,1.92e-7,0.015452963,2.11e-4,0.716431663,0.923425422,0.009242333,3.52e-5,0.012818166,1.83e-6,0.056856851,0.001252004,PRMT_regulated,proximal,lengthening
PSMD12_AATAAA_chr17_start_67340503_end_67340504,PSMD12,chr17,67340503,67340504,-,0.005104878,-0.059426805,-0.184179924,-0.267742994,-0.214172231,-0.124888525,-0.155974198,-0.246061126,0.33095343,0.331016025,0.331216958,0.661238413,0.641394358,0.654906578,0.682125654,0.529801254,0.336058309,0.271589219,0.147037034,0.393495419,0.427222127,0.530018053,0.526151455,0.283740128,68,68,68,333,333,333,333,362,0.002407634,0.498706292,5.4600000000000004e-36,1.37e-26,1.14e-6,3.56e-4,7.3e-12,1.07e-7,1,NA,4.85e-11,7.760000000000001e-29,4.81e-8,4.06e-5,2.14e-12,2.48e-9,0.028678023,1.952828276,44.05756856,125.0930712,31.01099493,18.34395152,51.52231984,37.15419586,1,1,1,1,1,1,1,1,0.8655246,0.162282403,3.19e-11,4.86e-29,2.57e-8,1.84e-5,7.08e-13,1.09e-9,0.947984882,0.423194084,2.35e-10,1.7000000000000002e-27,2.02e-7,1.24e-4,2.9099999999999998e-11,2.09e-8,PRMT_regulated,proximal,lengthening
PSME4_AATAAA_chr2_start_53864070_end_53864071,PSME4,chr2,53864070,53864071,-,-0.004506079,-0.007443581,-0.084851143,0.286865795,0.285302481,0.197589956,0.108683126,0.348140981,0.097506399,0.099039203,0.098034707,0.1097599,0.107540591,0.104484878,0.069838204,0.090831919,0.09300032,0.091595622,0.013183563,0.396625695,0.392843071,0.302074834,0.17852133,0.4389729,35,35,35,77,77,77,77,132,0.928422411,0.897762788,2.34e-6,3.31e-20,1.7700000000000002e-27,6.55e-16,6.8e-7,1.48e-9,NA,NA,0,0,0,0,0,0,0.039289273,0.078175834,24.56672797,90.00795161,124.4906067,71.22831532,29.53259918,41.82013801,1,1,1,1,1,1,1,1,0.842876681,0.779784855,7.18e-7,2.3700000000000003e-21,6.58e-29,3.18e-17,5.5e-8,1e-10,0.937195258,0.91168498,2.96e-6,5.23e-20,2.86e-27,1.03e-15,1.01e-6,2.3e-9,PRMT_regulated,distal,lengthening
PSPC1_ATTAAA_chr13_start_19675389_end_19675390,PSPC1,chr13,19675389,19675390,-,0.097692007,-0.026623808,0.035768145,0.110566305,0.105017612,0.152451185,0.212404335,0.012171521,0.430202955,0.430616832,0.430093697,0.444754063,0.495724186,0.469857077,0.416725888,0.291487189,0.527894962,0.403993024,0.465861842,0.555320368,0.600741798,0.622308262,0.629130223,0.30365871,91,91,91,128,128,128,128,149,0.501303387,0.872671661,0.699805301,0.060585885,0.096832499,0.064512189,5.21e-4,0.994534285,NA,NA,NA,NA,NA,NA,9.78e-4,NA,1.439126724,0.12090081,0.217955953,4.404769422,5.740015895,5.679366874,12.93007422,0.036728091,1,1,1,1,1,1,1,1,0.230280708,0.728059535,0.640601813,0.035838569,0.016582642,0.017165561,3.23e-4,0.848019709,0.530124714,0.887022192,0.709756741,0.065119225,0.039560123,0.047795153,0.002321272,0.907869611,PRMT_regulated,proximal,shortening
PTPN2_ATTAAA_chr18_start_12785477_end_12785478,PTPN2,chr18,12785477,12785478,-,0.027656231,0.032746923,0.020134787,-0.34469201,-0.347603507,-0.273043892,-0.237086499,-0.409411448,0.906236979,0.908340554,0.908353121,0.626067928,0.630099703,0.583067948,0.61398564,0.722661655,0.93389321,0.941087477,0.928487907,0.281375918,0.282496197,0.310024056,0.376899141,0.313250206,164,164,164,260,260,260,260,162,0.692599411,0.63794771,0.614840935,1.2299999999999998e-29,6.3700000000000005e-27,6.43e-15,2.01e-14,3.48e-5,NA,NA,NA,4.71e-14,7.19e-15,1.31e-9,3.86e-8,7.81e-6,0.568328676,0.744338224,0.361386523,60.49710415,64.51390787,41.04863986,35.06231476,22.88559698,1,1,1,1,1,1,1,1,0.450923821,0.388274724,0.547737203,7.37e-15,9.59e-16,1.48e-10,3.19e-9,1.72e-6,0.719380391,0.675075929,0.625826931,9.67e-14,1.66e-14,2.3e-9,7.46e-8,1.76e-5,PRMT_regulated,distal,shortening
PTPN3_APA_chr9_start_109375701_end_109375702,PTPN3,chr9,109375701,109375702,-,-0.06856281,0.15182361,-0.11812777000000001,0.294305643,0.196601869,0.249612069,-0.028982624,0.169152018,0.3395827,0.344239633,0.339693704,0.320207103,0.3317717,0.254240913,0.420749953,0.243289013,0.27101989,0.496063243,0.221565934,0.614512746,0.528373569,0.503852982,0.391767328,0.412441031,18,18,18,26,26,26,26,24,0.748558194,0.240571999,0.336116344,1.54e-5,0.050199945,8.55e-5,0.79566424,0.10306714,NA,NA,NA,0,NA,0,NA,NA,0.378336983,3.158752035,1.215808951,20.95512708,4.905664689,18.48782956,0.157685206,3.75057393,1,1,1,1,1,1,1,1,0.538494602,0.075520895,0.270184718,4.7e-6,0.026768747,1.71e-5,0.691296695,0.052789382,0.769847838,0.273945945,0.351989841,2.1e-5,0.058752583,1.16e-4,0.817275946,0.121025308,PRMT_regulated,distal,lengthening
PWWP3A_ATTAAA_chr19_start_1376949_end_1376950,PWWP3A,chr19,1376949,1376950,+,-0.011469124,-0.368583349,0.156607106,-0.385427834,-0.358431324,-0.207282964,0.011705707,NA,0.675479468,0.676622789,0.676541402,0.609035435,0.593314419,0.600580666,0.602089007,NA,0.664010344,0.30803944,0.833148508,0.223607602,0.234883094,0.393297702,0.613794714,NA,38,38,38,62,62,62,62,NA,0.942578465,3.12e-8,0.007133943,1.3e-15,1.83e-15,4.09e-4,0.919728165,NA,NA,0,0,0,0,0,NA,NA,0.02547483,39.53489412,8.371526889,68.48963892,68.20957855,15.18390543,0.023916007,NA,1,1,1,1,1,1,1,NA,0.873189591,3.22e-10,0.003811453,1.28e-16,1.47e-16,9.75e-5,0.877098818,NA,0.950983037,4.3e-8,0.00816479,1.97e-15,2.71e-15,5.46e-4,0.930647663,NA,PRMT_regulated,proximal,lengthening
PXMP4_AATAAA_chr20_start_33704113_end_33704114,PXMP4,chr20,33704113,33704114,-,0.132872314,-0.007970403,-0.267971251,0.441944513,0.330576646,0.42172693,0.140817455,NA,0.331914947,0.333991557,0.330540388,0.261271178,0.316433234,0.27960934,0.290955832,NA,0.464787261,0.326021154,0.062569137,0.703215691,0.647009879,0.70133627,0.431773287,NA,20,20,20,32,32,32,32,NA,0.548888663,0.975034017,0.001180389,4.39e-6,0.004395841,0.001743323,0.314633071,NA,NA,NA,0,0,0,0,NA,NA,1.169739372,0.004153686,11.98065743,23.56055178,9.837755163,12.16172619,1.793770787,NA,1,1,1,1,1,1,1,NA,0.279454799,0.948612641,5.38e-4,1.21e-6,0.00170966,4.88e-4,0.180467404,NA,0.579798844,0.979751332,0.001381358,5.97e-6,0.00550848,0.002266465,0.349086718,NA,PRMT_regulated,distal,lengthening
QDPR_APA_chr4_start_17486924_end_17486925,QDPR,chr4,17486924,17486925,-,0.122071705,-0.194949826,0.204476875,-0.270437825,-0.314692583,-0.099416941,-0.167033418,-0.219084209,0.443697388,0.443747683,0.443302217,0.602130784,0.570331739,0.516341151,0.61207182,0.351513459,0.565769093,0.248797857,0.647779093,0.33169296,0.255639156,0.41692421,0.445038402,0.132429249,20,20,20,33,33,33,33,52,0.505600154,0.149206507,0.096048239999999993,4.28e-17,1.51e-12,9.98e-9,1.76e-6,0.010744314,NA,NA,NA,6.04e-7,4.94e-6,0.185777823,0.002608888,0.062940177,1.413430745,4.387716493,3.360055733,25.80462829,22.06499566,2.977141762,11.10107465,4.846347891,1,1,1,1,1,1,1,1,0.234487704,0.036198765,0.066795808,3.78e-7,2.64e-6,0.084448283,8.63e-4,0.027704732,0.534178824,0.174421033,0.104209799,2.03e-6,1.55e-5,0.172132587,0.005325401,0.072840822,PRMT_regulated,proximal,lengthening
QPRT_AATAAA_chr16_start_29697636_end_29697637,QPRT,chr16,29697636,29697637,+,0.106430534,-0.008074595,0.149763112,-0.21034075,-0.208367148,-0.079180505,0.003663803,-0.209829586,0.579728801,0.579729252,0.579718131,0.558155751,0.572080676,0.553827828,0.569197694,0.524306787,0.686159335,0.571654657,0.729481243,0.347815001,0.363713528,0.474647323,0.572861497,0.314477201,595,595,595,558,558,558,558,595,0.005793393,0.890813794,3.84e-9,9.58e-14,1.37e-20,0.001269719,0.938759733,2.26e-9,0,NA,0,0,0,0,NA,0,12.78334543,0.089005121,37.70814234,59.71206856,92.18638334,12.81665461,0.013786578,40.95744592,1,1,1,1,1,1,1,1,3.5e-4,0.765445769,8.22e-10,1.1e-14,7.89e-22,3.44e-4,0.906530199,1.56e-10,0.007292255,0.903645084,5.1e-9,1.42e-13,2.15e-20,0.001662678,0.9462024,3.48e-9,PRMT_regulated,proximal,lengthening
RAB27A_AATAAA_chr15_start_55205350_end_55205351,RAB27A,chr15,55205350,55205351,-,0.209742951,-0.196058969,0.383504376,-0.344830584,-0.411922445,-0.354763012,-0.255444149,-0.413678074,0.574586276,0.574738234,0.573818017,0.611984079,0.604501283,0.62674803,0.715424015,0.570370564,0.784329227,0.378679265,0.957322394,0.267153494,0.192578838,0.271985018,0.459979866,0.15669249,61,61,61,99,99,99,99,87,0.096930696,0.130179123,1.54e-11,6.37e-8,3.08e-5,4.19e-5,4.47e-5,9.4e-7,NA,NA,0,2.72e-9,3.96e-6,6.94e-6,3.08e-6,3.28e-8,5.727901341,4.76884455,48.96792376,36.29021271,22.49374722,21.71945113,23.89025551,32.12679127,1,1,1,1,1,1,1,1,0.016697426,0.028979269,2.6e-12,1.7e-9,2.11e-6,3.16e-6,1.02e-6,1.44e-8,0.110946305,0.15200993,2.14e-11,1.26e-8,1.27e-5,2.47e-5,1.49e-5,2.26e-7,PRMT_regulated,proximal,lengthening
RAB2A_AATAAA_chr8_start_60620936_end_60620937,RAB2A,chr8,60620936,60620937,+,0.056612529,-0.11487383,0.21022595,-0.28885499,-0.287298388,-0.21027402,-0.125144912,-0.320682648,0.751017819,0.752045539,0.751619195,0.445213342,0.436159542,0.431664302,0.430605237,0.490450807,0.807630348,0.637171709,0.961845145,0.156358352,0.148861154,0.221390282,0.305460325,0.169768159,412,412,412,325,325,325,325,425,0.175592306,7.93e-5,4.15e-33,5.69e-53,5.52e-46,3.3799999999999993e-28,1.5e-5,5.49e-16,NA,0,0,9.94e-56,8.67e-49,1.17e-30,7.4e-7,3.06e-18,4.163138128,22.20501096,150.1228215,248.2606239,216.7517836,134.0486689,26.64267495,77.47198627,1,1,1,1,1,1,1,1,0.041312795,2.45e-6,1.6299999999999999e-34,6.22e-56,4.62e-49,5.329999999999999e-31,2.45e-7,1.35e-18,0.201679345,1.08e-4,6.56e-33,5.939999999999998e-54,4.93e-47,4.72e-29,4.01e-6,7.48e-17,PRMT_regulated,proximal,lengthening
RALA_AATAAA_chr7_start_39708115_end_39708116,RALA,chr7,39708115,39708116,+,-0.062800553,0.051307847,-0.196246065,0.251172631,0.24652485699999999,0.180618611,0.185820776,0.207008187,0.206462411,0.206897756,0.206716026,0.324340267,0.342782186,0.346836478,0.304339985,0.273729486,0.143661857,0.258205603,0.010469961,0.575512898,0.589307043,0.527455089,0.490160761,0.480737673,183,183,183,361,361,361,361,388,0.045547934,0.158389114,5.039999999999999e-34,1.16e-23,5.54e-25,5.52e-8,4.64e-14,3e-7,0.022801693,NA,9.039999999999999e-35,2.5e-25,6e-27,5.1e-9,5.63e-15,2e-8,8.827213806,3.520171474,152.1266317,109.0760649,116.7844159,35.68619617,63.20426558,33.08795991,1,1,1,1,1,1,1,1,0.002967711,0.060626175,5.939999999999998e-35,1.56e-25,3.2000000000000003e-27,2.32e-9,1.86e-15,8.81e-9,0.03446434,0.236610495,2.49e-33,4.36e-24,1.24e-25,2.99e-8,1.01e-13,1.43e-7,PRMT_regulated,distal,lengthening
