gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,ADMAi_96hrs_1,ADMAi_96hrs_2,ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
UGT8_ENSG00000174607.11,PAS6628_AATAAA_0.25,0.651761632,NA,UGT8_ENSG00000174607.11,0.456649591,1,0.499193968,0.691493702,UGT8_ENSG00000174607.11,0.062016379,0.062016379,0.062016379,0.10800419,0.10800419,0.10800419,0.045987812,chr4,114678586,114678587,16,+,ENSG00000174607.11,UGT8,UTR3
WDR3_ENSG00000065183.16,PAS711_AATAAA_0.35,0.03245391,1,WDR3_ENSG00000065183.16,0.456412664,1,0.499305309,0.691522619,WDR3_ENSG00000065183.16,0.613263748,0.613263748,0.613263748,0.65306902,0.65306902,0.65306902,0.039805271,chr1,117960059,117960060,46,+,ENSG00000065183.16,WDR3,UTR3
JMJD1C_ENSG00000171988.20,PAS14372_ATTAAA_0.35,0.651761632,NA,JMJD1C_ENSG00000171988.20,0.455779219,1,0.499603195,0.691565482,JMJD1C_ENSG00000171988.20,0.898412529,0.898412529,0.898412529,0.92136208,0.92136208,0.92136208,0.022949551,chr10,63167229,63167230,594,-,ENSG00000171988.20,JMJD1C,UTR3
JMJD1C_ENSG00000171988.20,PAS14373_AATAAA_0.3,0.651761632,NA,JMJD1C_ENSG00000171988.20,0.455779219,1,0.499603195,0.691565482,JMJD1C_ENSG00000171988.20,0.101587471,0.101587471,0.101587471,0.07863792,0.07863792,0.07863792,-0.022949551,chr10,63167729,63167730,22,-,ENSG00000171988.20,JMJD1C,UTR3
CNOT6L_ENSG00000138767.14,PAS7010_AATAAA_0.1,0.651761632,NA,CNOT6L_ENSG00000138767.14,0.455664882,1,0.499656996,0.691565482,CNOT6L_ENSG00000138767.14,0.484804687,0.484804687,0.484804687,0.531852941,0.531852941,0.531852941,0.047048255,chr4,77713387,77713388,45,-,ENSG00000138767.14,CNOT6L,UTR3
CNOT6L_ENSG00000138767.14,PAS7011_AATAAA_0.35,0.651761632,NA,CNOT6L_ENSG00000138767.14,0.455664882,1,0.499656996,0.691565482,CNOT6L_ENSG00000138767.14,0.515195313,0.515195313,0.515195313,0.468147059,0.468147059,0.468147059,-0.047048255,chr4,77718023,77718024,22,-,ENSG00000138767.14,CNOT6L,UTR3
SRF_ENSG00000112658.8,PAS9008_APA_0.2,0.651761632,NA,SRF_ENSG00000112658.8,0.45567659,1,0.499651487,0.691565482,SRF_ENSG00000112658.8,0.174776089,0.174776089,0.174776089,0.151594638,0.151594638,0.151594638,-0.023181452,chr6,43179951,43179952,41,+,ENSG00000112658.8,SRF,UTR3
SRF_ENSG00000112658.8,PAS9009_AATAAA_0.05,0.651761632,NA,SRF_ENSG00000112658.8,0.45567659,1,0.499651487,0.691565482,SRF_ENSG00000112658.8,0.825223911,0.825223911,0.825223911,0.848405362,0.848405362,0.848405362,0.023181452,chr6,43181504,43181505,176,+,ENSG00000112658.8,SRF,UTR3
CMIP_ENSG00000153815.18,PAS20646_None_0.15,0.609303613,NA,CMIP_ENSG00000153815.18,0.45477899,1,0.500074182,0.692027822,CMIP_ENSG00000153815.18,0.107954801,0.107954801,0.107954801,0.097618088,0.097618088,0.097618088,-0.010336713,chr16,81711354,81711355,18,+,ENSG00000153815.18,CMIP,UTR3
NAA50_ENSG00000121579.14,PAS5832_AATAAA_0.2,0.267336399,NA,NAA50_ENSG00000121579.14,0.454728404,1,0.500098021,0.692027822,NAA50_ENSG00000121579.14,0.107632218,0.107632218,0.107632218,0.09910631,0.09910631,0.09910631,-0.008525909,chr3,113721688,113721689,52,-,ENSG00000121579.14,NAA50,UTR3
SMAP1_ENSG00000112305.15,PAS9095_APA_0.2,0.453395223,NA,SMAP1_ENSG00000112305.15,0.454558662,1,0.500178031,0.692064512,SMAP1_ENSG00000112305.15,0.112170027,0.112170027,0.112170027,0.100234228,0.100234228,0.100234228,-0.011935799,chr6,70860935,70860936,10,+,ENSG00000112305.15,SMAP1,UTR3
NID1_ENSG00000116962.15,PAS2584_ATTAAA_0.25,0.791625159,NA,NID1_ENSG00000116962.15,0.453002625,1,0.500912494,0.693006623,NID1_ENSG00000116962.15,0.222526484,0.222526484,0.222526484,0.193516638,0.193516638,0.193516638,-0.029009847,chr1,235976035,235976036,13,-,ENSG00000116962.15,NID1,UTR3
STOX1_ENSG00000165730.16,PAS13714_APA_0.2,0.65383233,NA,STOX1_ENSG00000165730.16,0.452015282,1,0.50137948,0.693504365,STOX1_ENSG00000165730.16,0.84125695,0.84125695,0.84125695,0.763188897,0.763188897,0.763188897,-0.078068053,chr10,68893058,68893059,26,+,ENSG00000165730.16,STOX1,UTR3
STOX1_ENSG00000165730.16,PAS13715_AATAAA_0.1,0.65383233,NA,STOX1_ENSG00000165730.16,0.452015282,1,0.50137948,0.693504365,STOX1_ENSG00000165730.16,0.15874305,0.15874305,0.15874305,0.236811103,0.236811103,0.236811103,0.078068053,chr10,68895940,68895941,13,+,ENSG00000165730.16,STOX1,UTR3
CEP57_ENSG00000166037.11,PAS15326_AATAAA_0.3,0.514066603,NA,CEP57_ENSG00000166037.11,0.451674082,1,0.50154103,0.693653656,CEP57_ENSG00000166037.11,0.304781302,0.304781302,0.304781302,0.28291625,0.28291625,0.28291625,-0.021865053,chr11,95832227,95832228,100,+,ENSG00000166037.11,CEP57,UTR3
DLC1_ENSG00000164741.15,PAS11791_APA_0.2,0.381553501,NA,DLC1_ENSG00000164741.15,0.451221435,1,0.501755484,0.693657824,DLC1_ENSG00000164741.15,0.591695919,0.591695919,0.591695919,0.575352586,0.575352586,0.575352586,-0.016343332,chr8,13085502,13085503,10,-,ENSG00000164741.15,DLC1,UTR3
STING1_ENSG00000184584.14,PAS8499_None_0.2,0.653998729,NA,STING1_ENSG00000184584.14,0.451215039,1,0.501758516,0.693657824,STING1_ENSG00000184584.14,0.714918843,0.714918843,0.714918843,0.685539582,0.685539582,0.685539582,-0.029379261,chr5,139475533,139475534,231,-,ENSG00000184584.14,STING1,UTR3
STING1_ENSG00000184584.14,PAS8500_APA_0.15,0.653998729,NA,STING1_ENSG00000184584.14,0.451215039,1,0.501758516,0.693657824,STING1_ENSG00000184584.14,0.285081157,0.285081157,0.285081157,0.314460418,0.314460418,0.314460418,0.029379261,chr5,139475964,139475965,174,-,ENSG00000184584.14,STING1,UTR3
VEGFA_ENSG00000112715.26,PAS9025_ATTAAA_0.35,0.45333991,NA,VEGFA_ENSG00000112715.26,0.451311118,1,0.501712982,0.693657824,VEGFA_ENSG00000112715.26,0.107865178,0.107865178,0.107865178,0.077257413,0.077257413,0.077257413,-0.030607766,chr6,43785835,43785836,13,+,ENSG00000112715.26,VEGFA,UTR3
MAK16_ENSG00000198042.11,PAS11318_AATAAA_0.35,0.824077287,NA,MAK16_ENSG00000198042.11,0.450016331,1,0.502327199,0.69432859,MAK16_ENSG00000198042.11,0.025567529,0.025567529,0.025567529,0.036951678,0.036951678,0.036951678,0.011384149,chr8,33499631,33499632,19,+,ENSG00000198042.11,MAK16,UTR3
ALG2_ENSG00000119523.10,PAS13167_AATAAA_0.25,0.394428367,NA,ALG2_ENSG00000119523.10,0.449958539,1,0.502354644,0.69432859,ALG2_ENSG00000119523.10,0.088432654,0.088432654,0.088432654,0.07271158,0.07271158,0.07271158,-0.015721074,chr9,99217803,99217804,17,-,ENSG00000119523.10,ALG2,UTR3
TMEM43_ENSG00000170876.8,PAS4555_ATTAAA_0.35,0.45223496,NA,TMEM43_ENSG00000170876.8,0.449853095,1,0.502404726,0.69432859,TMEM43_ENSG00000170876.8,0.084728069,0.084728069,0.084728069,0.106887686,0.106887686,0.106887686,0.022159617,chr3,14142865,14142866,17,+,ENSG00000170876.8,TMEM43,UTR3
ERP44_ENSG00000023318.9,PAS13169_AATAAA_0.3,0.015169343,1,ERP44_ENSG00000023318.9,0.449524277,1,0.502560954,0.694470312,ERP44_ENSG00000023318.9,0.044018676,0.044018676,0.044018676,0.055581999,0.055581999,0.055581999,0.011563323,chr9,99981314,99981315,21,-,ENSG00000023318.9,ERP44,UTR3
DNAJC18_ENSG00000170464.10,PAS8497_APA_0.3,0.084196657,NA,DNAJC18_ENSG00000170464.10,0.448500431,1,0.503047938,0.695069013,DNAJC18_ENSG00000170464.10,0.666738728,0.666738728,0.666738728,0.629891182,0.629891182,0.629891182,-0.036847546,chr5,139414054,139414055,125,-,ENSG00000170464.10,DNAJC18,UTR3
DERL1_ENSG00000136986.10,PAS12237_AATAAA_0.25,7.30E-08,1,DERL1_ENSG00000136986.10,0.44830764,1,0.503139727,0.695107529,DERL1_ENSG00000136986.10,0.038497511,0.038497511,0.038497511,0.046027069,0.046027069,0.046027069,0.007529559,chr8,123014148,123014149,59,-,ENSG00000136986.10,DERL1,UTR3
TNRC6A_ENSG00000090905.19,PAS20375_AATAAA_0.25,0.655372128,NA,TNRC6A_ENSG00000090905.19,0.448103389,1,0.503237004,0.695107529,TNRC6A_ENSG00000090905.19,0.572630448,0.572630448,0.572630448,0.533012383,0.533012383,0.533012383,-0.039618064,chr16,24825455,24825456,100,+,ENSG00000090905.19,TNRC6A,UTR3
TNRC6A_ENSG00000090905.19,PAS20376_AATAAA_0.35,0.655372128,NA,TNRC6A_ENSG00000090905.19,0.448103389,1,0.503237004,0.695107529,TNRC6A_ENSG00000090905.19,0.427369552,0.427369552,0.427369552,0.466987617,0.466987617,0.466987617,0.039618064,chr16,24826213,24826214,54,+,ENSG00000090905.19,TNRC6A,UTR3
CFH_ENSG00000000971.17,PAS1026_ATTAAA_0.25,0.655480912,NA,CFH_ENSG00000000971.17,0.447325125,1,0.503607954,0.695115922,CFH_ENSG00000000971.17,0.407350312,0.407350312,0.407350312,0.482815711,0.482815711,0.482815711,0.075465399,chr1,196701562,196701563,34,+,ENSG00000000971.17,CFH,UTR3
CFH_ENSG00000000971.17,PAS1027_ATTAAA_0.2,0.655480912,NA,CFH_ENSG00000000971.17,0.447325125,1,0.503607954,0.695115922,CFH_ENSG00000000971.17,0.592649688,0.592649688,0.592649688,0.517184289,0.517184289,0.517184289,-0.075465399,chr1,196747501,196747502,41,+,ENSG00000000971.17,CFH,UTR3
FAM91A1_ENSG00000176853.16,PAS11634_ATTAAA_0.2,0.66264513,NA,FAM91A1_ENSG00000176853.16,0.447791816,1,0.503385455,0.695115922,FAM91A1_ENSG00000176853.16,0.045308767,0.045308767,0.045308767,0.035467707,0.035467707,0.035467707,-0.009841061,chr8,123812840,123812841,39,+,ENSG00000176853.16,FAM91A1,UTR3
BORCS7-ASMT_ENSG00000270316.1,PAS13969_ATTAAA_0.45,0.655480912,NA,BORCS7-ASMT_ENSG00000270316.1,0.447137602,1,0.503697405,0.695115922,BORCS7-ASMT_ENSG00000270316.1,0.119951509,0.119951509,0.119951509,0.086785916,0.086785916,0.086785916,-0.033165594,chr10,102901535,102901536,23,+,ENSG00000270316.1,BORCS7-ASMT,UTR3
BORCS7-ASMT_ENSG00000270316.1,PAS13970_AATAAA_0.4,0.655480912,NA,BORCS7-ASMT_ENSG00000270316.1,0.447137602,1,0.503697405,0.695115922,BORCS7-ASMT_ENSG00000270316.1,0.880048491,0.880048491,0.880048491,0.913214084,0.913214084,0.913214084,0.033165594,chr10,102901895,102901896,136,+,ENSG00000270316.1,BORCS7-ASMT,UTR3
KLHL42_ENSG00000087448.11,PAS16299_AATAAA_0.35,2.16E-04,1,KLHL42_ENSG00000087448.11,0.44716504,1,0.503684315,0.695115922,KLHL42_ENSG00000087448.11,0.028217262,0.028217262,0.028217262,0.019745929,0.019745929,0.019745929,-0.008471333,chr12,27802405,27802406,13,+,ENSG00000087448.11,KLHL42,UTR3
KATNAL1_ENSG00000102781.14,PAS18150_AATAAA_0.05,0.655480912,NA,KATNAL1_ENSG00000102781.14,0.44707629,1,0.503726657,0.695115922,KATNAL1_ENSG00000102781.14,0.713230033,0.713230033,0.713230033,0.778371512,0.778371512,0.778371512,0.065141479,chr13,30202630,30202631,51,-,ENSG00000102781.14,KATNAL1,UTR3
KATNAL1_ENSG00000102781.14,PAS18151_ATTAAA_0.25,0.655480912,NA,KATNAL1_ENSG00000102781.14,0.44707629,1,0.503726657,0.695115922,KATNAL1_ENSG00000102781.14,0.286769967,0.286769967,0.286769967,0.221628488,0.221628488,0.221628488,-0.065141479,chr13,30208040,30208041,16,-,ENSG00000102781.14,KATNAL1,UTR3
NETO1_ENSG00000166342.19,PAS23128_None_0.25,0.449891749,NA,NETO1_ENSG00000166342.19,0.44789924,1,0.503334264,0.695115922,NETO1_ENSG00000166342.19,0.284288713,0.284288713,0.284288713,0.349362597,0.349362597,0.349362597,0.065073884,chr18,72747782,72747783,24,-,ENSG00000166342.19,NETO1,UTR3
SVIP_ENSG00000198168.9,PAS15627_ATTAAA_0.15,0.848611863,NA,SVIP_ENSG00000198168.9,0.446252014,1,0.504120208,0.695462341,SVIP_ENSG00000198168.9,0.596262141,0.596262141,0.596262141,0.546539016,0.546539016,0.546539016,-0.049723125,chr11,22822914,22822915,141,-,ENSG00000198168.9,SVIP,UTR3
BUB1_ENSG00000169679.15,PAS4120_AATAAA_0.15,0.655665024,NA,BUB1_ENSG00000169679.15,0.446212749,1,0.504138968,0.695462341,BUB1_ENSG00000169679.15,0.169998843,0.169998843,0.169998843,0.195073841,0.195073841,0.195073841,0.025074998,chr2,110637528,110637529,73,-,ENSG00000169679.15,BUB1,UTR3
BUB1_ENSG00000169679.15,PAS4121_AATAAA_0.4,0.655665024,NA,BUB1_ENSG00000169679.15,0.446212749,1,0.504138968,0.695462341,BUB1_ENSG00000169679.15,0.830001157,0.830001157,0.830001157,0.804926159,0.804926159,0.804926159,-0.025074998,chr2,110637833,110637834,326,-,ENSG00000169679.15,BUB1,UTR3
ZFAND1_ENSG00000104231.11,PAS12045_None_0.25,0.19830227,NA,ZFAND1_ENSG00000104231.11,0.44529828,1,0.504576224,0.695991323,ZFAND1_ENSG00000104231.11,0.312475311,0.312475311,0.312475311,0.331189871,0.331189871,0.331189871,0.01871456,chr8,81702519,81702520,76,-,ENSG00000104231.11,ZFAND1,UTR3
DDX24_ENSG00000089737.18,PAS19182_AATAAA_0.35,0.656131394,NA,DDX24_ENSG00000089737.18,0.444896431,1,0.504768575,0.696034008,DDX24_ENSG00000089737.18,0.008792147,0.008792147,0.008792147,0.013147736,0.013147736,0.013147736,0.004355588,chr14,94048288,94048289,11,-,ENSG00000089737.18,DDX24,UTR3
DDX24_ENSG00000089737.18,PAS19183_ATTAAA_0.2,0.656131394,NA,DDX24_ENSG00000089737.18,0.444896431,1,0.504768575,0.696034008,DDX24_ENSG00000089737.18,0.991207853,0.991207853,0.991207853,0.986852264,0.986852264,0.986852264,-0.004355588,chr14,94050922,94050923,650,-,ENSG00000089737.18,DDX24,UTR3
PRPF40A_ENSG00000196504.21,PAS4219_ATTAAA_0.2,0.132770619,NA,PRPF40A_ENSG00000196504.21,0.445011572,1,0.504713449,0.696034008,PRPF40A_ENSG00000196504.21,0.527666117,0.527666117,0.527666117,0.499664224,0.499664224,0.499664224,-0.028001893,chr2,152655328,152655329,135,-,ENSG00000196504.21,PRPF40A,UTR3
CAND1_ENSG00000111530.13,PAS16572_ATTAAA_0.3,0.13864007,NA,CAND1_ENSG00000111530.13,0.444394583,1,0.505008968,0.696291274,CAND1_ENSG00000111530.13,0.751544173,0.751544173,0.751544173,0.738676441,0.738676441,0.738676441,-0.012867732,chr12,67313179,67313180,395,+,ENSG00000111530.13,CAND1,UTR3
SP1_ENSG00000185591.10,PAS16418_APA_0.2,0.656478149,NA,SP1_ENSG00000185591.10,0.444056726,1,0.505170918,0.696291941,SP1_ENSG00000185591.10,0.158042103,0.158042103,0.158042103,0.116131256,0.116131256,0.116131256,-0.041910846,chr12,53413427,53413428,15,+,ENSG00000185591.10,SP1,UTR3
SP1_ENSG00000185591.10,PAS16419_ATTAAA_0.35,0.656478149,NA,SP1_ENSG00000185591.10,0.444056726,1,0.505170918,0.696291941,SP1_ENSG00000185591.10,0.841957897,0.841957897,0.841957897,0.883868744,0.883868744,0.883868744,0.041910846,chr12,53416439,53416440,232,+,ENSG00000185591.10,SP1,UTR3
HAUS2_ENSG00000137814.12,PAS19375_AATAAA_0.35,0.172548361,NA,HAUS2_ENSG00000137814.12,0.444121903,1,0.505139668,0.696291941,HAUS2_ENSG00000137814.12,0.067902461,0.067902461,0.067902461,0.052322272,0.052322272,0.052322272,-0.015580189,chr15,42561686,42561687,33,+,ENSG00000137814.12,HAUS2,UTR3
BCAT1_ENSG00000060982.15,PAS17100_AATAAA_0.15,0.049508827,1,BCAT1_ENSG00000060982.15,0.443519901,1,0.505428424,0.696424275,BCAT1_ENSG00000060982.15,0.01406594,0.01406594,0.01406594,0.010875454,0.010875454,0.010875454,-0.003190486,chr12,24810023,24810024,34,-,ENSG00000060982.15,BCAT1,UTR3
LRRC40_ENSG00000066557.6,PAS1800_AATAAA_0.4,0.656633306,NA,LRRC40_ENSG00000066557.6,0.443525106,1,0.505425926,0.696424275,LRRC40_ENSG00000066557.6,0.878638353,0.878638353,0.878638353,0.850288291,0.850288291,0.850288291,-0.028350062,chr1,70144813,70144814,130,-,ENSG00000066557.6,LRRC40,UTR3
LRRC40_ENSG00000066557.6,PAS1801_ATTAAA_0.2,0.656633306,NA,LRRC40_ENSG00000066557.6,0.443525106,1,0.505425926,0.696424275,LRRC40_ENSG00000066557.6,0.121361647,0.121361647,0.121361647,0.149711709,0.149711709,0.149711709,0.028350062,chr1,70145302,70145303,14,-,ENSG00000066557.6,LRRC40,UTR3
UBE2R2_ENSG00000107341.5,PAS12472_APA_0.35,0.003228921,1,UBE2R2_ENSG00000107341.5,0.442924427,1,0.505714326,0.696744008,UBE2R2_ENSG00000107341.5,0.535424839,0.535424839,0.535424839,0.522088452,0.522088452,0.522088452,-0.013336387,chr9,33917716,33917717,20,+,ENSG00000107341.5,UBE2R2,UTR3
PIAS2_ENSG00000078043.16,PAS23054_AATAAA_0.45,0.469574497,NA,PIAS2_ENSG00000078043.16,0.441540106,1,0.506380047,0.697575191,PIAS2_ENSG00000078043.16,0.173837316,0.173837316,0.173837316,0.21832296,0.21832296,0.21832296,0.044485645,chr18,46810444,46810445,34,-,ENSG00000078043.16,PIAS2,UTR3
ZNF318_ENSG00000171467.16,PAS9629_AATAAA_0.1,0.657649013,NA,ZNF318_ENSG00000171467.16,0.441333812,1,0.506479383,0.697575191,ZNF318_ENSG00000171467.16,0.790258506,0.790258506,0.790258506,0.724240337,0.724240337,0.724240337,-0.066018169,chr6,43336070,43336071,72,-,ENSG00000171467.16,ZNF318,UTR3
ZNF318_ENSG00000171467.16,PAS9630_ATTAAA_0.2,0.657649013,NA,ZNF318_ENSG00000171467.16,0.441333812,1,0.506479383,0.697575191,ZNF318_ENSG00000171467.16,0.209741494,0.209741494,0.209741494,0.275759663,0.275759663,0.275759663,0.066018169,chr6,43336845,43336846,11,-,ENSG00000171467.16,ZNF318,UTR3
ZNF431_ENSG00000196705.8,PAS23474_AATAAA_0.25,0.658217366,NA,ZNF431_ENSG00000196705.8,0.440143854,1,0.507053031,0.698068007,ZNF431_ENSG00000196705.8,0.786133517,0.786133517,0.786133517,0.710753416,0.710753416,0.710753416,-0.075380102,chr19,21190228,21190229,35,+,ENSG00000196705.8,ZNF431,UTR3
ZNF431_ENSG00000196705.8,PAS23476_APA_0.2,0.658217366,NA,ZNF431_ENSG00000196705.8,0.440143854,1,0.507053031,0.698068007,ZNF431_ENSG00000196705.8,0.213866483,0.213866483,0.213866483,0.289246584,0.289246584,0.289246584,0.075380102,chr19,21196050,21196051,13,+,ENSG00000196705.8,ZNF431,UTR3
IP6K2_ENSG00000068745.15,PAS5581_AATAAA_0.35,7.41E-04,1,IP6K2_ENSG00000068745.15,0.440209549,1,0.507021332,0.698068007,IP6K2_ENSG00000068745.15,0.154933898,0.154933898,0.154933898,0.137151102,0.137151102,0.137151102,-0.017782796,chr3,48693452,48693453,88,-,ENSG00000068745.15,IP6K2,UTR3
HLA-E_ENSG00000204592.9,PAS8846_ATTAAA_0.2,0.066380733,NA,HLA-E_ENSG00000204592.9,0.440200086,1,0.507025898,0.698068007,HLA-E_ENSG00000204592.9,0.030596301,0.030596301,0.030596301,0.02492759,0.02492759,0.02492759,-0.005668711,chr6,30493011,30493012,27,+,ENSG00000204592.9,HLA-E,UTR3
ZMAT2_ENSG00000146007.11,PAS7807_AATAAA_0.25,0.778996031,NA,ZMAT2_ENSG00000146007.11,0.439415309,1,0.507404796,0.698477958,ZMAT2_ENSG00000146007.11,0.252087527,0.252087527,0.252087527,0.239507392,0.239507392,0.239507392,-0.012580135,chr5,140706045,140706046,179,+,ENSG00000146007.11,ZMAT2,UTR3
FAM120AOS_ENSG00000188938.17,PAS13122_AATAAA_0.45,0.658681513,NA,FAM120AOS_ENSG00000188938.17,0.439121825,1,0.507546618,0.698524531,FAM120AOS_ENSG00000188938.17,0.040637237,0.040637237,0.040637237,0.062033763,0.062033763,0.062033763,0.021396527,chr9,93443332,93443333,19,-,ENSG00000188938.17,FAM120AOS,UTR3
FAM120AOS_ENSG00000188938.17,PAS13123_APA_0.3,0.658681513,NA,FAM120AOS_ENSG00000188938.17,0.439121825,1,0.507546618,0.698524531,FAM120AOS_ENSG00000188938.17,0.959362763,0.959362763,0.959362763,0.937966237,0.937966237,0.937966237,-0.021396527,chr9,93446496,93446497,54,-,ENSG00000188938.17,FAM120AOS,UTR3
HACD4_ENSG00000188921.14,PAS12959_ATTAAA_0.3,0.76651983,NA,HACD4_ENSG00000188921.14,0.438882806,1,0.507662171,0.698609244,HACD4_ENSG00000188921.14,0.182004944,0.182004944,0.182004944,0.14694534,0.14694534,0.14694534,-0.035059604,chr9,21006679,21006680,13,-,ENSG00000188921.14,HACD4,UTR3
VEZF1_ENSG00000136451.9,PAS22449_ATTAAA_0.3,0.831323899,NA,VEZF1_ENSG00000136451.9,0.438508284,1,0.507843323,0.698784203,VEZF1_ENSG00000136451.9,0.485330317,0.485330317,0.485330317,0.520012932,0.520012932,0.520012932,0.034682616,chr17,57971554,57971555,150,-,ENSG00000136451.9,VEZF1,UTR3
TBC1D16_ENSG00000167291.16,PAS22661_APA_0.15,0.283629044,NA,TBC1D16_ENSG00000167291.16,0.438045517,1,0.508067313,0.698982543,TBC1D16_ENSG00000167291.16,0.198813986,0.198813986,0.198813986,0.157085399,0.157085399,0.157085399,-0.041728586,chr17,79940021,79940022,36,-,ENSG00000167291.16,TBC1D16,UTR3
ULK4_ENSG00000168038.11,PAS5510_AATAAA_0.2,0.659287286,NA,ULK4_ENSG00000168038.11,0.437875688,1,0.508149557,0.698982543,ULK4_ENSG00000168038.11,0.464389992,0.464389992,0.464389992,0.596168374,0.596168374,0.596168374,0.131778383,chr3,41246796,41246797,14,-,ENSG00000168038.11,ULK4,UTR3
ULK4_ENSG00000168038.11,PAS5511_AATAAA_0.35,0.659287286,NA,ULK4_ENSG00000168038.11,0.437875688,1,0.508149557,0.698982543,ULK4_ENSG00000168038.11,0.535610008,0.535610008,0.535610008,0.403831626,0.403831626,0.403831626,-0.131778383,chr3,41937140,41937141,12,-,ENSG00000168038.11,ULK4,UTR3
RER1_ENSG00000157916.20,PAS32_APA_0.25,1.43E-18,1,RER1_ENSG00000157916.20,0.43753538,1,0.508314428,0.699134994,RER1_ENSG00000157916.20,0.330496146,0.330496146,0.330496146,0.341909111,0.341909111,0.341909111,0.011412965,chr1,2403748,2403749,137,+,ENSG00000157916.20,RER1,UTR3
PPP1R13B_ENSG00000088808.18,PAS19230_AATAAA_0.05,0.289952296,NA,PPP1R13B_ENSG00000088808.18,0.437041946,1,0.508553648,0.699389662,PPP1R13B_ENSG00000088808.18,0.456089437,0.456089437,0.456089437,0.39735523,0.39735523,0.39735523,-0.058734208,chr14,103733751,103733752,58,-,ENSG00000088808.18,PPP1R13B,UTR3
FRS2_ENSG00000166225.9,PAS16601_AATAAA_0.1,0.595496273,NA,FRS2_ENSG00000166225.9,0.436836112,1,0.508653496,0.699452623,FRS2_ENSG00000166225.9,0.426914504,0.426914504,0.426914504,0.363932199,0.363932199,0.363932199,-0.062982306,chr12,69579180,69579181,14,+,ENSG00000166225.9,FRS2,UTR3
THAP1_ENSG00000131931.8,PAS11890_AATAAA_0.4,0.877391721,NA,THAP1_ENSG00000131931.8,0.43593096,1,0.509092975,0.699587539,THAP1_ENSG00000131931.8,0.215150262,0.215150262,0.215150262,0.257043148,0.257043148,0.257043148,0.041892887,chr8,42837638,42837639,22,-,ENSG00000131931.8,THAP1,UTR3
SIGMAR1_ENSG00000147955.18,PAS13009_AATAAA_0.1,0.660204572,NA,SIGMAR1_ENSG00000147955.18,0.436136937,1,0.508992909,0.699587539,SIGMAR1_ENSG00000147955.18,0.982333282,0.982333282,0.982333282,0.986984546,0.986984546,0.986984546,0.004651264,chr9,34634723,34634724,394,-,ENSG00000147955.18,SIGMAR1,UTR3
SIGMAR1_ENSG00000147955.18,PAS13010_ATTAAA_0.3,0.660204572,NA,SIGMAR1_ENSG00000147955.18,0.436136937,1,0.508992909,0.699587539,SIGMAR1_ENSG00000147955.18,0.017666718,0.017666718,0.017666718,0.013015454,0.013015454,0.013015454,-0.004651264,chr9,34636750,34636751,14,-,ENSG00000147955.18,SIGMAR1,UTR3
ERGIC2_ENSG00000087502.19,PAS17137_ATTAAA_0.4,0.001433313,1,ERGIC2_ENSG00000087502.19,0.435781099,1,0.5091658,0.699587539,ERGIC2_ENSG00000087502.19,0.015920552,0.015920552,0.015920552,0.019191951,0.019191951,0.019191951,0.003271399,chr12,29338259,29338260,54,-,ENSG00000087502.19,ERGIC2,UTR3
POGZ_ENSG00000143442.23,PAS2114_AATAAA_0.2,0.910882113,NA,POGZ_ENSG00000143442.23,0.435512982,1,0.509296137,0.699587539,POGZ_ENSG00000143442.23,0.680279499,0.680279499,0.680279499,0.659819168,0.659819168,0.659819168,-0.020460331,chr1,151402723,151402724,477,-,ENSG00000143442.23,POGZ,UTR3
DBF4B_ENSG00000161692.18,PAS21596_AATAAA_0.35,0.660556334,NA,DBF4B_ENSG00000161692.18,0.435298325,1,0.509400527,0.699587539,DBF4B_ENSG00000161692.18,0.944285198,0.944285198,0.944285198,0.925636991,0.925636991,0.925636991,-0.018648207,chr17,44750543,44750544,102,+,ENSG00000161692.18,DBF4B,UTR3
DBF4B_ENSG00000161692.18,PAS21597_AATAAA_0.25,0.660556334,NA,DBF4B_ENSG00000161692.18,0.435298325,1,0.509400527,0.699587539,DBF4B_ENSG00000161692.18,0.055714802,0.055714802,0.055714802,0.074363009,0.074363009,0.074363009,0.018648207,chr17,44752262,44752263,27,+,ENSG00000161692.18,DBF4B,UTR3
UBA5_ENSG00000081307.15,PAS5039_AATAAA_0.3,0.131138671,NA,UBA5_ENSG00000081307.15,0.436053627,1,0.509033378,0.699587539,UBA5_ENSG00000081307.15,0.024637404,0.024637404,0.024637404,0.034384574,0.034384574,0.034384574,0.009747171,chr3,132679515,132679516,15,+,ENSG00000081307.15,UBA5,UTR3
GFM1_ENSG00000168827.15,PAS5155_ATTAAA_0.15,0.048016234,1,GFM1_ENSG00000168827.15,0.435321555,1,0.509389228,0.699587539,GFM1_ENSG00000168827.15,0.281726875,0.281726875,0.281726875,0.317812599,0.317812599,0.317812599,0.036085724,chr3,158692137,158692138,93,+,ENSG00000168827.15,GFM1,UTR3
